SINNO ID,use_sectors,Innovation name in Swedish,Description in Swedish,Additional Info,innovation_type,bioeconomy_vision,notes
7476001,2,FS15,"Maskin som gör det ekonomiskt att bl a tillvarata skogsbränsle vid slutavverkning. Den maskin som konstruerats på SIKOB innebär att skogsavverningen görs enligt helträdsmetoden istället för som nu oftast med sortimentsmetoden. Maskintypen kallas fällare/skotare. Den transporterar hela träd, kapade vid roten, ut ur skogen. Det enda som blir kvar i skogen är stubben. Fällare/skotaren arbetar enligt följande: Med ett fällhuvud grips, kapas och lastas träden. När lasset är fullt, kör den ut lasset ur skogen och tippar av det på avlägg vid bilvägen. Träden bärs av maskinen i motsats till lunnare, som släpar träder efter sig mot marken. Det finns en rad fördelar med att bära träden. ",Gör det lönsamt att ta tillvara skogsbränsle och gör avverkningen billigare.,110,2,check article
7477001,2,SKOGIS (mjukvara),"System för datainsamling, bearbetning och uppföljning av hantering av skogsråvaran. ",,601,0,check article
7479001,2,Tugger,Terränggående motorcykel som kan transporteras på sin egen släpvagn.,,9,9,check article
7480001,1,Växlarvagnen,"Transportsystem som medger växling av lastbärare. På ett och samma hjulställ kan anbringas spannmålsflak, gödseltunna, gödselspridare, skogsekipage, spånbinge etc. Själva flakväxlingen är enkel och går snabbt. Till växlarvagnen kan användas en vanlig standardtraktor med dubbelverkande hydrauluttag med vars hjälp man växlar lastbärare och tippar. Grundidén är således att skaffa lastbärare som sedan kan växlas allteftersom man behöver för olika körningar. ",Gör det enkelt att växla lastbärare; kostnadsbesparande; snabb flakväxling,9,"2,0",check article
7484001,2,Lineroller,"Anordning för rambarkning av träd. Metoden går ut på att två plasttrattar sätts på motorsågen. De två trattarna styr sedan när kedjan slitsar upp barken. OM man inte randbarkar ett träd går man miste om dyrbar energi, eftersom torkningen då börjar ute och går inåt till kärnan. Med Lineroller eliminerar man också risken för farliga kast. ",Rationaliserar rambarkning av träd.,203,"2,3,0",check article
7485001,20,,Övertäckningsanordning för järnvägsvagn. ,Utvecklad på uppdrag.,9,9,not forest
7487001,2,Woodpicker,"Spik av limmad björkfaner. Spikarna är tolv millimeter långa och har en diameter på 2,7 mm. Finessen med träspiken är att den aldrig behövs tas bort från virket. ",Förorenar inte virket.,105,0,check article
7491001,2,Bräcke Såddapparat,"Apparaten bygger på teknik som löser två standardproblem; klimat och skadedjur. Genom intermittent eller punktvis markberedning som bygger på omvänd torva -i princip fläckvisa jordhögar sker sådden med den nya maskinen på ett som gör att några frön alltid överlever. Det sker oberoende av placering på torvan, i torvans ""gångjärn"" eller i gropen som skapats vid beredningen. Detta blir möjligt genom att nedsläppen av frön görs med precision och tillförlitlighet. Principen är radsådd med ett till fem nedsläpp av ett eller två frön inom en halvmeter i planteringsstället. Med denna metod slipper man promen med klumpvisa frönedsläpp som annars är vanliga vid mekanisk sådd. Möjligheterna för senare manuell eller maskinell röjning förbättras dessutom avsevärt, i och med att probme  ted t ex snöskytte elimineras. Den nya såddmaskinen sår treradigt med en eller två meters mellanrum och är avsedd för dragfordon typ skotare, lunnare, eller bandtraktor. Apparaten har mekanisk/pneumatisk styrning. Luften används för att blåsa ut fröna samt fröutsläppen. Fröhanteringen sker skonsamt med hjälp av borstar, vilket förhindrar skador på fröna. Den tekniska konstruktionen beskrivs som enkel, robust och mycket tillförlitlig. Den vertikala placeringen av fröutsläppen ökar apparatens tillförlitlighet vid regn. Det finns också ekologiska fördelar med metoden. ",Lindrar problemen med dåligt väder och skadedjur. ,103,"2,3,0","check article, good example of 103"
7494001,2,Safe-T-Cut,"Sprängklämma för säker kapning av kullblåsta träd. Tekniken går ut på att klämman, med en invändigt fäst sprängladdning, förs upp i trädet med hjälp av en teleskopisk glasfibertång och sedan kläms fast kring trädet där man vill kapa det. Det går även bra att aptera klämman med en kvistningsstång, som del flesta kraftdistributörer har tillgång till. Redan innan klämman förs upp i trädet har en adapter och en förlängningsstubin fästs vid den, så att det sedan är enkelt att på behörigt avstånd detonera sprängladdningen med en tändapparat. Laddningen består av pentyl och är exempelvis 15 gånger starkare än den dynamit som används inom det militära. En fördel med att all kraft går in i stammen är att man kan spränga mycket nära ledningsstolpar utan att skada dem. ",Farligt arbete vid röjning efter storm.,501,2,"check article, good example of clearly not biovision 3"
7497001,2,Scorpion,"Fordon konstruerat för skogsbruk och skotning av virke. Scorpion har 8 hjul och driver på de fyra främre och har hjälpdrift på det bakre hjulparet, som ska användas när ekipaget eventuellt kört fast. Maxhastigheten är 18 km/h vid användandet av bakre hjulparet 5 km/h. Scorpion har en hydraulisk griplastare för lastning och lossning. Styrs gör den med en hydraulisk joystick. Maskinen är liten, smidig och lättransporterad. ","Liten, smidig.",9,2,check article
7504001,2,Jabo-fläcken,"Fläck-markberedare. Maskinen kan kopplas till vanlig jordbrukstraktor såväl som till en mindre skotare. Markberedaren tillverkades först i en ""enkelupplaga"" med etttre-uddigt skovelhjul men för en tid sedan lanserades ett aggregat med dubbla skovlar vilket gör att kapaciteten ökas till det dubbla. En finess med det dubbla är att man med ett enkelt handgrepp kan koppla loss markberedaren från ramen och köra enradigt om så önskas. Trots att man ökat kapaciteten med det dubbla genom två skovelhjul kan tvillingaggregatet fortfarande kopplas till en vanlig traktor eller mindre skotare. Arbetsprinicipen för fläckberedaren är att det treuddiga skovelhjulet ger en omvänd torva utan att lägga upp någon stor hög. ",,9,"2,0",check article
7508001,20,,"Elsåg för motorsågsdrivna sågverk. Elsågen håller en jämnare hastighet jämfört med en dieseldriven såg, det medför lägre bränslekostnader.",Lägre bränslekostnad,"203, 101, 113",0,check article
7512001,1410,Swing Cut,Röjsåg med klinga som klarar både sly och gräs. Verktygen har två infällbara knivar som viks in när aggregatet bli överbelastat. Varje kniv är tillverkad av material som är hårt längst ut och mjukt in mot bult och bricka. Brickan är mjuk. När en kniv störs av för hård belastning böjs brickan uppåt. Man skall alltså titta på brickorna innna man drar igång sågen. Bakom en böjd bricka döljer sig något fel. ,Klarar både gräs och sly,9,"9,0","check article, is this bioeconomy?"
7513001,20,Ecosågen,"Flyttbart cirkelsågverk. Sågdelen består av två vertikalt monterade elmotorer och på motors spindel är monterad en 400 mm sågklinga av hårdmetall. Sågklingorna arbetar alltså horisontellt och vardera klingan sågar halva snittet. Sågan kan transporteras efter en vanlig personbil. Den nya sågtekniken medför en rad fördelar. Effektbehovet minskar. Den sågade ytan blir mycket slät. Risken att klingorna nyåer fast har reducerats. Små klingor är billigare än stora. Ytterligare en fördel med denna maskin är att sågaren kan arbeta med till exempel stapling, borttagning av bakar eller framrullning av stock när sågenheten arbetar. Det ger ett omväxlande arbet. De tunga lyften har reducerats så lång som möjligt tack vare att stocken lyfts på med en hydraulisk stocklyftare. ","Lättare arbete, billigare i drift.","501, 0","2,0",check article
7514001,20302,Starwood Qattrolam,Nytt basmaterial för snickeriindustrin.,,0,0,check article
7515001,2,Cam Tool,"Barkverktyg. Barkningsverktyget blir konkurrent till barkningsmaskinen Cambio, som dominerat marknaden i 40 år. Med det nya verktyget fås: ökad tillgänglighet, minskade vedskador, ökade matningshastighet och barkplattor med lång ståndtid. Opartiska tester har visat att skador vid verktygens uppklättring har minskat med 75 % jämfört med tidigare barkverktyg. Det är hållarens dynamik och utformning som ger den lätta uppklättringen på stocken och därmed de minskade vedskadorna. ",Mindre vedskador.,112,"2,3,0",check article
7517001,20302,Starwood Kolonn,Dekorativ pelare för såväl inom- som utomhusbruk.,,9,"0,2","check article, maybe related to building from wood?"
7519001,20302,Funkoputs,"Putsmaskin. Den bärande idén är bandets bana, men även upphängningen av de arbetande delarna. Bandet, med motor och drivning, samt tryckplattornas profilklossar är en egen avskild konstruktion som hänger i maskinstativet. Detta gör att de krafter som påverkar konstruktionen blir betyldig tmindre än om varje del är separat placerad på stativet, som därför inte behöver vara så grovt dimensionerat. Bandet går runt sju rullar, inklusive drivrullen, rullarnas åplacering och vinklar för att bandet så att säga centrerar sig självt. Detta gör att man kan använda ett smalare band vilket är lättare att forma med profilklossarna. Putsningen blir bättre, bandet kommer åt överallt och risken för överavverkning blir mindre. Vid slipning av fanérmantlade komponenter är det sistnämnda särskilt viktigt. ",,"103,204,112","2,3,0",check article
7521001,20203,Flooring Quality Inspection (FQI),"System för avsyning av laminatgolv. FQI bygger på att en datorbestämmer om den aktuella biten är godkänd eller inte. Utrustningen är integrerad i linjen, efter fräsning av laminatpanelerna. Datorn gör kvalitetskontrollen med hjälp av kameror som är riktade mot golvbitarnas långsidor, kortsidor och yta. Vid båda långsidorna finns en kamera och en laser. LAsern är riktad i vinkel mot sångsidan och ritar en linje över kanten på golvpanelen. Kameran som är riktad vinkelrätt mot laminatskivan läser av strålens längd, varje kamera tittar ungefär 3000 gånger på samma golvbit. ",,601,"2,0","check article, taggeed bv 2 because wood as resource in building"
7522001,20302,,Självrensande hyvlerifräs med vinklade skär som plogar ner i virket. Konstruktionen ger gott om ståndtid. ,Självrenande.,"106, 0","2,0",check article
7523001,20302,,Klyvfräs. Klyvfräsen ger en perfekt yta och avverkar fem millimeter. Trots att många tycket att det är ett väl tjockt snitt har klyvfräsen sålt bra. ,,0,0,check article
7524001,20302,,Maskin för kantputsning av assymetriska och svängda skivor. Maskinen är helt automatisk och en utveckling av den uppmärksammade kantputs som företaget tog fram för ett par år sedan. Maskinen klarar även negativa radier. Det verkligt avancerade är styrningen. Frammatningen sker förutom av vakuumplattans X- och Y-rörelse av en perifermatning framför putsaggregatet. Denna ger en stabil frammatning även vid stora format. Hela hanteringen sköts av tre servomotorer med kuggremsdrift. Skivans form programmeras in i en PC av operatören. ,Kan putsa rundade skivor.,0,0,check article
7534001,20101,,Ny metod att impregnera trä. I första läget gäller det järnvägsslipers. Metoden är uppfunnen i Kanada och det svenska företaget har ensamrätt i till metoden i Sverige.,,"209,0",0,check article
7536001,20,Uni-Max,Verktyg utan mellanringar för not- och sponthyvling med hydrocentrering. Inställningen sker med hjälp av en insexnyckel och breddmåttet kontrolleras med hjälp av en mätklocka. Konstruktionen innebär förenklingar för användaren.,,0,0,check article
7544001,20101,PP 300,Pelletspress med hög kapacitet. ,,0,2,check article
7551001,20101,,"Småskalig, mobil pelletspress. Pressen är marknadens minsta och billigaste. Tekniken är patenterad och bygger på dubbelkomprimering med hydrauliska cylindrar. Vanligtvis arbetar pelletspressar med kontinuerlig pressning genom en matris, vilket kräver mycket kraft och större maskiner. ",Mindre än konventionella.,"104,0",0,check article
7554001,20,Sawcommander,Dubbelspindlig klingsåg med flera individuellt ställbara klingor och en kapacitet på 180 meter per minut. Det som skiljer maskinen från andra dubbelspindliga sågar är bland annat en ny lösning för snittpassning.[par][par]De övre klingorna är individuellt ställbara för att exakt passning för de mötande snitten ska kunna ställas in. Motorn är specialutvecklad för att slippa vibrationer (se Samarbete).,Mer noggrann,602,"2,3,0",check article
7555001,20301,,Patenterad lösning för stegdämpning i trähus. Innovationen består av en extremt kraftig gummilist som tar upp vibrationer. ,Utvecklad för att sitta i de egna husen.,"213,501",2,"check article, cool innovation, very end user focused"
7563001,20,Speedset,"Tvådelad fräs. Fräsen har en alldeles speciell lösning för inställning direkt i hyveln utan nycklar och mätdon. Delarna vrids mot varandra tills rätt mått har uppnåtts. En graderad skala visar med stor noggrannhet tiondelar, så det behövs ingen mätklocka för att måttet ska bli rätt. ","Lätt att ställa in, minskar ställtider.","602,0",0,"check article, also not sure if 602"
7566001,20101,,"Pelletspress för både små- och storskalig produktion. Den liggande konstruktionen gör att tyngdlagen utnyttjas då råvaran faller ner i matrisen och blir helt jämt fördelad. Konstruktionen tar upp krafterna på ett sätt som gör att den blir mycket stabil. Livslängden på matrisen är den dubbla jämfört med andra, detta pga att matrisen har dubbla rader med hål, de är förskjutna och när matrisen blir sliten vänder man bara på den och använder de två andra hålraderna. ",Stabil konstruktion,"106,0","2,0","check artilce, very unsure about eco-innovation type"
7567001,20,,Klyvfräs med mycket hög hastighet. Såväl klinga som fräs är tandformade. Att de klarar de höga farterna förklaras med en unik konkav backningskurva på släppningsytan och en förstärkt eggvinkel som optimerar värmeavgången. ,Klarar höga hastigheter,"9,0",2,check article
7570001,201,,Bandsåg med helt ny typ av mycket tunt bandsågsblad vilket ger tunnare snitt och gör att det går att sträcka ett tunt band betydligt mer än ett tjockt med biehållna fördlear.,Tunnare,"103,204","2,3,0",check article
7570001,20102,,Bandsåg med helt ny typ av mycket tunt bandsågsblad vilket ger tunnare snitt och gör att det går att sträcka ett tunt band betydligt mer än ett tjockt med biehållna fördlear.,Tunnare,204,"2,3,0",check article
7572001,20,,"Distansring som monteras invid sågklingan. Med den nya ringen kunde klingan göras 0,4 mm tunnare och genom att den går så stabilt sparades ytterligare 0,5 mm. Det betyder att kunden får ett snitt som är nästan en mm tunnare än tidigare och räknat i utbyte på flera hundratusen kubikmedet timmer som passerar så blir det en väldig massa trä.",Bättre utbyte.,"602,103","2,3,0","check article, good example of 103"
7573001,20,,"Fixtur för slipning av speciella huggstål som Veisto använder i sina reducerare. Med fixturen kan de slipa tio stål samtidigt i en vanlig planslip.[par][par], något som anses ge bästa resultatet, men i vanliga fall är omständigt eftersom man då bara slipar ett stål åt gången.",snabbare,9,9,check article
7574001,2,,Slipautomat avsed för sågkedjor som slipar alla tänder exakt likadant och skipar både skärtand och ryttare i samma cykel. Detta är en helt ny metodik. Fixeringen av länken ger en precision som ökar ståndtiden avevärt.,Hög kapacitet; precision; ökad gång- och ståndtid; exakt repeterbarhet; effektivitet,"602,106","2,3,0",check article
7579001,20101,UM Chip Diverter,"Propeller som blåser upp spån och damm i utsuget så att fräsningen blir renare och mer effektiv. Genom att propellern snurrar med verktyget så uppstår ett vakuum runt området som bearbetas så att spån och damm riktas upp mot spånhuven. Detta ger bättre arbetsmiljö med mindre spån och damm, maskinen hålls renare och ståndtid förlängs eftersom verktyget inte behöver skära spånor flera gånger. Sammantaget innebär det också färre driftsavbrott, vilket i sin tur medför bättre flöde i produktionen.",Ger bättre arbetsmiljö för användaren (minskar spån och damm); håller maskinen renare; ger förlängd ståndtid,"213,501,106","2,3,0",check article
7607001,2012,,Metod för skogsrensning som eliminerar riskerna med rotvältor och träd som fastnat i spänt läge. Metoden innebär att rotstocken kapas med hjälp av en lämpligt placerad sprängladdning.,,501,"2,0",check article
7614001,20101,,Träbearbetningsverktyg som bygger på en helt ny skärprincip och består av en cylindrisk fräskropp försedd med skär.,Längre hållbarhet; ger kontinuerlig bearbetning,106,0,check article
7622001,1211,Unicar,"System för automatiserad mjölkning. Kon placeras på en rörlig båspall, som enligt det automatiska systemet flyttas till olika stationer (foder, vatten, gödsel och mjölk). Utfordringen sker också automatiskt.",Automatisering av mjölkning; högre produktivitet; arbetsbesparande; bättre ladugårdshygien,601,2,not forest
7632001,13100,,Induktiv vagnvärmare. Värmaren är avsedd för uppvärmning av malmvagnar vintertid så att man snabbt och effektivt kan tömma malmlast.  En ny metod används ,Enbart uppvärmning av vagnssidorna behövs; snabbare värmning,9,9,not forest
7653001,131,,"Förarlös gruvtruck med ett helt nytt styrsystem. Hjärtat i styrsystemet är en sändare som matar en styrslinga med högfrekvent växelström. Det magnetfält som alstras avkännes av två antenner på trucken. Om avståndet till den ena antennen minskar, registrerar fordonets reglerutrustning en skillnad i signalstyrka mellan antennerna och styr mot den starkare signalen.",Säkerhet; automatisering (och därigenom minskade driftkostnader),"602, 501",9,not forest
7653001,132,,"Förarlös gruvtruck med ett helt nytt styrsystem. Hjärtat i styrsystemet är en sändare som matar en styrslinga med högfrekvent växelström. Det magnetfält som alstras avkännes av två antenner på trucken. Om avståndet till den ena antennen minskar, registrerar fordonets reglerutrustning en skillnad i signalstyrka mellan antennerna och styr mot den starkare signalen.",Säkerhet; automatisering (och därigenom minskade driftkostnader),"601,501",9,not forest
7661001,1,,"Flygburen tank som utan extra vinbelastning ökar ett flygplans last av flytande ämnen. Tanken har formen av en extravinge på flygplanet, som monteras rakt under dess huvudvingar och har sådan aerodynamisk profil att den blir självbärande. Vid flygning får extravingen därmed en lyftkraft, som räcker till för egenvikten plus lasten i vingen.",Möjliggör ökad flyglast,9,9,not forest
7672001,13,,"Oscilloskop som mäter rasrisk vid tunnel- och gruvarbeten och som fungerar som skrotningsindikator. Genom att förse motoraxeln med en eller flera excentriska vikter kan man få mekaniska vibrationer, som med hjälp av en stång injiceras i det bergparti som undersöks. ",Mindre arbetskrävande; tillförlitlighet,501,9,not forest
7697001,1,Natekotorken,Tork för rötslam där slammet indunstas och övergår till pulver som pastöriseras. Pulvret kan sedan utan risk och specialutrustning spridas på åkrarna.,,0,0,not forest
7725001,13,,Hydrauldriven bergborrmaskin för ort- och tunneldrivning. Maskinen har två fördelar jämfört med ett tryckluftdrivet bergborraggregat; den har mycket hög borrsjunkning och den ger markant bättre arbetsmiljö. Hydraulborrmaskinen är den första i världen för arbete under jord. ,"Hög borrsjunkning, bättre arbetsmiljö.","501,213",9,not forest
7726001,13,,Luftfiltreringsanordning för hyttförsedda arbetsfordon i dammiga miljöer som avskiljer mycket små partiklar. ,Avskiljer mindre partiklar,211,9,"check article, maybe used in forest"
7740001,20102,Sonwood,Nytt material i vilket PVC och trämjöl ingår.,Knapphet på ädelträ och plastråvaror,"105,114","1,0,2","check article, nice example of bv 2, maybe 1 as well"
7770001,131,TS 100,Tändapparat för sprängningsarbeten avsedd att öka säkerheten och minska antalet bomsalvor. Vid systemet sköts uppladdning av tändapparat och skjutning via telenätet.,I takt med gruvindustrins introduktion av centrala skjutsystem och eltändkapslar har antalet bomsalvor ökat kraftigt.Minskat antal bomsalvorUtvecklat på uppdrag av Boliden,9,9,not forest
7770001,132,TS 100,Tändapparat för sprängningsarbeten avsedd att öka säkerheten och minska antalet bomsalvor. Vid systemet sköts uppladdning av tändapparat och skjutning via telenätet.,I takt med gruvindustrins introduktion av centrala skjutsystem och eltändkapslar har antalet bomsalvor ökat kraftigt.Minskat antal bomsalvorUtvecklat på uppdrag av Boliden,501,9,not forest
7777001,2012,,"Traktorband av stål och gummi för boggin till skotare, avsedd för att minska skadeverkningarna på trädens rotsystem vid skogsgallring. ",,"112,103,204",2,check article
7782001,2029,Tydraul,Förskjutbar släpboggie för skogstransporter som ger tidsbesparingar. Släpet är så konstruerat att hjulboggien kan förskjutas framåt under lastytan så at fordonet blir mer lättmanövrerat på slingriga skogsvägar.,Möjliggör tidsbesparingar vid lastning av timmer,9,"2,0","check article, maybe no bv?"
7796001,2014,,Maskin som tar upp granplantor avsedd för verksamhet kring skogsplantering.,Arbetsbesparande; effektivitet,0,0,check article
7809001,20101,,Såg med horisontell klingmatning av den roterande klingan som minskar riskerna för att arbetsstycket slungas mot operatören.,Skärpta krav på säkerheten hos byggsågarSäkerhet,501,0,check article
7827001,2013,,Fjärrstyrd vinschskotare avsedd för kvistning och kapning av gallrad skog. Skotaren är utrustad med två kombinerade vinschar och kranar som manvreras via bärbara radiosändare.,,"112,0","0,2",check article
7829001,20301,Husplan,Datasystem för kalkylering och produktionsplanering vid trähustillverkning. Systemet registrerar kundorder i en databas som för varje kundorder innehåller 'recept' som anger vilket hus köparen beställt och vilka ändringar som ska göras.,,"0,9","2,0","check artcile, possible enduse, possible bv2"
7845001,2,,Gummikudde som ersätter brytjärnet vid avverkning och därmed gör skogsarbetarens jobb lättare och säkrare. ,"Risker vid trädfällningLättare, säkrare.",501,0,"check artcile, maybe no bv"
7852001,2012,,"Pistol som laddas med gifttabletter för att rensa bort sly, buskar och oönskade lövträd.",,701,2,check article
7856001,131,,"Aggregat som mekaniserar skivrasladdning i gruvor, den process där sprängämnet ska föras upp i borrhål i gruvortens tak. Vid manuell laddning är risken för ras från tidigare sprängningar stor och arbetet är tungt och obekvämt. Aggregatet består i princip av en behållare med sprängämnet i pulverform, en rulle med laddslang och en arm som kan manövreras till borrhålet från en skyddad plats.",Mekanisering,9,9,not forest
7856001,132,,"Aggregat som mekaniserar skivrasladdning i gruvor, den process där sprängämnet ska föras upp i borrhål i gruvortens tak. Vid manuell laddning är risken för ras från tidigare sprängningar stor och arbetet är tungt och obekvämt. Aggregatet består i princip av en behållare med sprängämnet i pulverform, en rulle med laddslang och en arm som kan manövreras till borrhålet från en skyddad plats.",Mekanisering,501,9,not forest
7859001,1823,,"Världens första automatiska skjortknäppningsmaskin. Maskinen arbetar på följande sätt: Först fixeras dragknapphålet över en hake, och knapphålsraden läggs mot en kant med klamrar. Maskinen lägger ner knapphålsraden över knapparna som bygger på en borstrand. Hakar söker sig igenom knapphålen förs över knapparna och ställs på kant för att knapparna ska lutas. Därefter drar hakarna knapparna genom kanpphålen, hakarna styrs tillbaka så att knapparna kan passera genom hakarna.",Automatisering; snabbhet,601,0,check article
7871001,113,,Teknik för bärskördning. En rad skakdon tar sig fram genom bäbusken och skakar den så att bären faller ned. Skördemaskinen kopplas till en traktor som körs bredvid bärbusken. Via traktorns kraftuttag drivs skördemaskinens hydrauliska motor. ,,9,2,"check artilce, could relate to forest"
7892001,201,Cerkon,Plastkon som fungerar som miniväxthus som ska användas vid frösådd. Konen placeras över fröet som såtts i skogen. Efter tre år är plastkonen helt nedbruten och har blivit till koldioxid och vatten. Fördelen med miniväxthuset framför plantering är att varje planta blir avsevärt mycket billigare. ,,0,"1,2,3,0","check article, sounds interesting, what is meant by plast"
7897001,2013,,"Stubbrytningsaggregat. Aggregatet monteras direkt på en skogstraktor, skotare eller liknande som är försedd med lastarm. Vid maximal belastning på traktorkranen 1000 kg får man en luftkraft på tången på 36 ton. En jägmästare hävdar att stubbrytning är det enda sättet att rädda den svenska skogen från snytbaggen. Stubbrytning ger också energi till låga kostnader. ",Patenterad teknik. ,0,3,"check article, could be clearest example of directed bv 3"
7919001,2013,Tumlaren,Stubbrensare. När stubbarna rensas direkt på hygget minskar kostnaderna för att ta dem till fabrik. Fabrikerna gör t ex stubbflis av stubbarna. ,Utvecklad på uppdrag av Stora Kopparberg. ,"103,204,0","2,0",check article
7939001,2013,,"Träduppdragare; ett hydrauliskt redskap som greppar tag, bryter upp och skalar rotgrenar av trädet. Med den nya tekniken kan 25 % mer av skogen tas om handl ",,9,2,check article
7944001,2013,Skellefteterminal,"Metod för att tillvarata gallringsvirke. Okvistat och buntat levereras det till en terminal där virket maskinbearbetas. Hälften blir pappersmassa, hälften råvara till energiproduktion. Röjning och gallring av skog är eftersatt på många håll p g a dålig lönsamhet, med den här uppfinningen hoppas man att lönsamheten ska öka. ",,"103,204,0",2,"check article, explicitly mentions anticipation of effect in line with bv2"
7959001,13100,,"Malmlossningsvagn som tömmer malmen automatiskt. Tömningen sker genom att vagnkorgen, som är lös men förbunden med underredet med kedjor, lyfts när den passerar upphöjningar i rälsen, s k styrbanor. Bottenluckorna öppnas då automatiskt av lastens tyngd och avlastningen sker. ",Snabbare,9,9,not forest
7980001,13100,,"Ny metod för gruvbrytning. Det omgivande berget hålls intakt genom isfrysning där malmen tagits ut Metoden ger möjlighet till selektiv utvinning av malmen, nästan ingen gråbergsinblandning och fullständigare malmuttag. ",Bryta med is. Effektivare,9,9,not forest
7982001,13100,,"Förbättring av den s k ""non-elstubinen"". Det är en stubin som utlöses på mekanisk väg, alltså inte med elektricitet. . Det är framförallt i gruvnäringen stubinen används, då man är rädd för vådatändning av de elektriska stubinerna. ",Mindre känslig,501,9,not forest
7986001,11,,"Odlignspapper baserat på torvfibrer. Torvfibrerna ger pappret egenskaper som gör det lämpligt för odlingsändamål. Det är t ex lätt att plöja eller harva ned efter odlingssäsongens slut. Pappret är i första hand avsett för odling av grönsaker i torra, sterila områden (t.ex. öknen). ",Torvfibrer på papper,101,9,"not forest bioeconomy, but forest related product (paper)"
8015001,204,Nitspiken,"Spik med ""synålsöga"" i den vassa änden. Öglan pressas isär när spiken når mothåll och förhindrar att den vandrar i trät. ",,0,0,check article
8020001,201,,Utrustning för komprimering av talltoppar. Innan har det inte varit lönsamt att ta hand om klenvirke men med den nya metoden går det att bättre nyttja transportfordonens lastkapacitet. ,,"103,204,0",2,"check article, clear bv2 articulation"
8039001,131,,"Bergbult i glasfiberarmerad polyester. Bulten är billigare än stålbultar, sett till den totala bultningskostnaden. ",,9,9,not forest
8039001,132,,"Bergbult i glasfiberarmerad polyester. Bulten är billigare än stålbultar, sett till den totala bultningskostnaden. ",,9,9,not forest
8065001,2029,Hälleforskalkaren,Automat för automatisk och kontinuerlig kalkning av sjöar. Kalkningsautomaten sätts ut vid bäckar. ,Försurade sjöarKontinuerlig kalkning,9,9,"not forest, but check regardless"
8070001,121,Dacamatic,Datoriserad utfodringvagn. ,Exakt utfodring. ,9,9,not forest
8078001,131,Swellex,"Bergbult av stålrör som hindrar gruvtak att rasa. Den är avsedd för bergförstärkning i tunnlar och bergrum. Den finns för borrhålsdimensioner om 33 - 39 mm i berg och fylle runder expansionen ut hela borrhålet, inklusive eventuella ojämnheter i hålet. bulten är avsedd för temporära förstärkningsuppgifter inom gruvindustrin och vid tunnelarbeten. En stor fördel hos metoden är att den omedelbart ger full verkan, dvs full hållfasthet hos det aktuella bergavsnittet. Bultsättningen kan utföras av en man, vilket innebär en snabb och ekonomisk förstärkningsmetod. Ett hopvikt stålrör stoppas in i ett borrhål och fylls med vatten. Vattntrycket får röret att utvidga sig och fastna i borrhålet. Det fungerar därefter som en bergbult och håller ihop sprickorna i berget. ",Lastupptagningsförmåga,9,9,not forest
8078001,132,Swellex,"Bergbult av stålrör som hindrar gruvtak att rasa. Den är avsedd för bergförstärkning i tunnlar och bergrum. Den finns för borrhålsdimensioner om 33 - 39 mm i berg och fylle runder expansionen ut hela borrhålet, inklusive eventuella ojämnheter i hålet. bulten är avsedd för temporära förstärkningsuppgifter inom gruvindustrin och vid tunnelarbeten. En stor fördel hos metoden är att den omedelbart ger full verkan, dvs full hållfasthet hos det aktuella bergavsnittet. Bultsättningen kan utföras av en man, vilket innebär en snabb och ekonomisk förstärkningsmetod. Ett hopvikt stålrör stoppas in i ett borrhål och fylls med vatten. Vattntrycket får röret att utvidga sig och fastna i borrhålet. Det fungerar därefter som en bergbult och håller ihop sprickorna i berget. ",Lastupptagningsförmåga,501,9,not forest
8085001,20302,,Profilsystem för beklädnad av träfönster. Med profilsystemet blir fönstrena näst intill underhållsfria. Profilerna är i stål. ,Mycket underhåll av träfönster. ,0,"2,0","check article, seems like enduse"
8111001,11,,"Konstgödselspridare av modell större. Om jordbrukaren kan köra i några få fasta spår, så kan maskinen användas långt i i växtsäsongen, eftersom det är förhållandevis lite gröda som förstörs om spåren är få. Då kan jordbrukaren gödlsa fler gånger med mindre givor än vad som är vanligt idag då jordbrukare gödlsar mellan en och två gånger om året. Då minskar också avrinningen av gödsel till vattendrag och grundvatten. Det innebär mindre övergödning. ",Övergödning.Gör färre spår.,0,9,not forest
8112001,112,,Pneumatisk planteringsmaskin för sallads- och blomkålsplantor. ,Underlättar och snabbar upp.,602,9,not forest
8122001,2013,,Multifunktionell skogsavverkningsmaskin. Maskinen fäller träd och transporterar sedan ut dem ur skogen. Upprinnelsen till innovationen är den allt större utbredningen av helträdsavverkning och den förlust som görs när träden släpas ut ur skogen. ,,"103,204,0","2,3",check article
8128001,122,,Hästsko i anodiserad aluminium. Ytskiktet gör skon är lika hård som vore den av stål samtidigt som den är hälften så tung. En annan fördel är att anodiseringen förhindrar att galvaniska strömmar uppstår mellan hästskon och hoven. De ger ofta upphov till sprickbildningar i hoven. ,"Hälften så tung, mindre skador. ",9,9,not forest
8129001,2013,,Hydrauldriven kombinerad såg- och klyvmaskin. Maskinen matas med stockar som den med en kedjesåg kapar i lämplig kubblängd. Kubben faller ner i klyven där en hydraulkolv trycker kubben genom ett stjärnformat klyvjärn. ,,0,0,check article
8149001,2013,,Specialmaskin för skörd av energiskog. ,,0,0,check article
8167001,2013,Tree-Max,Skogsmaskin som rycker upp hela träd med stubbe och rotsystem. ,,"103,204,0",2,check article
