sinno_id,name,firm,description,year,use_sector
13791001,,Ragn-Sells ; Ragn-Sells ; 13986002,"En unik metod för att sanera gruvavfall. Metoden innebär att täcka gruvavfall med grönlutslam. ""Det understa lagret består av en blandning av grönlutslam och stenmjöl med HDPE emellan och möran i översta lagret."" (SPCI Svensk Papperstidning, 2018, nr. 5, p. 20)",2017,13200
13791001,,Ragn-Sells ; Ragn-Sells ; 13986002,"En unik metod för att sanera gruvavfall. Metoden innebär att täcka gruvavfall med grönlutslam. ""Det understa lagret består av en blandning av grönlutslam och stenmjöl med HDPE emellan och möran i översta lagret."" (SPCI Svensk Papperstidning, 2018, nr. 5, p. 20)",2017,14210
13791001,,Ragn-Sells ; Ragn-Sells ; 13986002,"En unik metod för att sanera gruvavfall. Metoden innebär att täcka gruvavfall med grönlutslam. ""Det understa lagret består av en blandning av grönlutslam och stenmjöl med HDPE emellan och möran i översta lagret."" (SPCI Svensk Papperstidning, 2018, nr. 5, p. 20)",2017,14220
13791001,,Ragn-Sells ; Ragn-Sells ; 13986002,"En unik metod för att sanera gruvavfall. Metoden innebär att täcka gruvavfall med grönlutslam. ""Det understa lagret består av en blandning av grönlutslam och stenmjöl med HDPE emellan och möran i översta lagret."" (SPCI Svensk Papperstidning, 2018, nr. 5, p. 20)",2017,14300
13795001,Karma,Karma ; Karma ; 20170002,En app (en maträddartjänst) som möjliggör att kunder kan köpa mat till rabatterat pris.,2018,-101
13834001,CoroTap 400,Sandvik Coromant ; Sandvik Coromant ; 9033002,En ny gängtapp som möjliggör en spånfri och säkrare och stabilare gängning jämfört med konkurrenterna. Ytterligare förkortas bearbetningstider.,2018,45230
13834001,CoroTap 400,Sandvik Coromant ; Sandvik Coromant ; 9033002,En ny gängtapp som möjliggör en spånfri och säkrare och stabilare gängning jämfört med konkurrenterna. Ytterligare förkortas bearbetningstider.,2018,DJ
13834001,CoroTap 400,Sandvik Coromant ; Sandvik Coromant ; 9033002,En ny gängtapp som möjliggör en spånfri och säkrare och stabilare gängning jämfört med konkurrenterna. Ytterligare förkortas bearbetningstider.,2018,DM
13834001,CoroTap 400,Sandvik Coromant ; Sandvik Coromant ; 9033002,En ny gängtapp som möjliggör en spånfri och säkrare och stabilare gängning jämfört med konkurrenterna. Ytterligare förkortas bearbetningstider.,2018,F
13836001,BLT / DLT,BTG ; BTG ; 8523002,Två sensorer utvecklades genom en ny mätteknik. DLT mäter filtratets kappatal medan BLT mäter det totala kappatalet. Den nya mättekniken just mäter lignin. Tekniken möjliggör att minska mängden kemikalier och att få jämnare massakvalitet.,2018,211
13844001,No Man Entry,Delete ; Delete ; 14091002,En ny metod för rengöring av sodapannor. Att använda roboter för att rengöra sodapannor möjliggör en säkrare arbetsmiljö och en dubbelt så snabbt rengöring.,2018,2111
13853001,Aiida,Softrobot ; Softrobot ; 20270002,Maskinlärningstjänst som kan hantera de flödena som traditionellt är manuella i dagens företag. De har lyckats skapa en algoritm som kan ta sig an ostrukturerad data och göra den så effektiv som möjligt med begränsad information. Dvs träningsdata är inte lika nödvändig i samma utsträckning.,2018,-100
13853001,Aiida,Softrobot ; Softrobot ; 20270002,Maskinlärningstjänst som kan hantera de flödena som traditionellt är manuella i dagens företag. De har lyckats skapa en algoritm som kan ta sig an ostrukturerad data och göra den så effektiv som möjligt med begränsad information. Dvs träningsdata är inte lika nödvändig i samma utsträckning.,2018,40132
13853001,Aiida,Softrobot ; Softrobot ; 20270002,Maskinlärningstjänst som kan hantera de flödena som traditionellt är manuella i dagens företag. De har lyckats skapa en algoritm som kan ta sig an ostrukturerad data och göra den så effektiv som möjligt med begränsad information. Dvs träningsdata är inte lika nödvändig i samma utsträckning.,2018,7412
13853001,Aiida,Softrobot ; Softrobot ; 20270002,Maskinlärningstjänst som kan hantera de flödena som traditionellt är manuella i dagens företag. De har lyckats skapa en algoritm som kan ta sig an ostrukturerad data och göra den så effektiv som möjligt med begränsad information. Dvs träningsdata är inte lika nödvändig i samma utsträckning.,2018,J
13859001,TC-kanaltork,Valutec ; Valutec ; 10866002,"En ny generation av virkestork. Genom ""att styra temperatur och luftfastighet individuellt i olika zoner"" ""kan sågverket med stor frihetsgrad välja dimensioner på virket som ska torkas, något som tidigare inte varit möjligt i en kanaltork"" (NTT, 2018, nr. 7, p. 6)",2018,20
13869001,,Moelven Valåsen AB ; Moelven Valåsen ; 20221002,"En ny lösning som används för att samla alla information från hela anläggningen så att data kan ""visualiseras och tydliggöras på det sätt man själv önskar""(Automation, 2018, nr. 9, p. 13). Genom lösningen, minskas ställtider, oplanerade stopp samt energiförbrukning med cirka 10 procent.",2018,20
13885001,,Billerud Korsnäs ; BillerudKorsnäs ; 12601002,"Modeller som förutser processer som är av två slag: fysikaliska (sambandet mellan tryck och vattenflöde) och statistiska: först genom mätning och kalibrering i labbmiljö och sen simuleras den fysikaliska modellen, varav resultatet blir en process som justerar sig själv. Simuleringsmodellerna kompletteras med soft-sensorer som har NIR (near-infrared spectroscopy). Med simuleringsmodellerna och mätdatan man matar in, kan de prediktera att det blir en viss temperatur eller en viss koncentration i ett flöde.",2019,21
13890001,Renol,RenCom ; RenCom ; 20362002,"En förnybar bioplast som är gjord av restprodukter från skogsindustrin. Processen ""bygger upp ligninet till en hydrofob plastliknande polymer i en enkel process utan giftiga utsläpp eller restprodukter."" (SPCI Svensk Papperstidning, 2019, nr. 6, p. 24)",2020,2416
13896001,OnceMore,Södra Cell ; Södra Cell ; 11083002,"En ny teknik för att kunna separera blandningen av bomull och polyester. ""Den rena bomullsfibern blandas därefter in i produktionen av marknadsmassa, som sedan kan användas att ta fram nya textilier."" (SPCI Svensk Papperstidning, 2019, nr. 8, p. 8). Det är en banbrytande process för återvinning av textilavfall. Deras dissolvingsmassa kan bestå av 20 procent återvunnet material. Detta gör det möjligt att omvandla stora volymer använda textilier av bomull samt bomulls-polyesterblandning till nya kläder.",2019,
13925001,,Corebon ; Corebon ; 20443002,En ny teknik för snabb och jämn uppvärmning av kompositfibern.,2019,36400
13942001,,Biolamina ; Biolamina ; 10924002,"Kombinationen av Biolaminas teknologi om cellodling -laminintekniken- och Spibers spindeltrådsprotein -silkesprotein- möjliggör ett biorelevant sätt att odla celler i 3D. ""Genom att koppla Biolaminas laminer till detta silkesprotein har 3D-ytan fått en biologisk funktion."" (Kemivärlden, 2019, nr. 4, p. 32)",2019,731
13951001,Valmatics 4.0,Valutec ; Valutec ; 10866002,"Ett styrsystem som innebär att sågverk kan automatisera och optimera torkningen i alla typer av virkestorkar.  Systemet bygger på den tidigare innovationen Valmatics, men har utvecklats i samband med forskning, utveckling och dialog med såglivsnäringen. Likaså är den utvecklad utifrån att sågverken ser annorlunda ut idag. Förutom automatisering och optimering av torkningsprocessen, kan även den nya versionen dra nytta av information från affärs- och paketeringssystemen.",2019,
13969001,Biodolomer,Gaia Biomaterials ; Gaia Biomaterials ; 20523002,"Ett nytt nedbrytbart fossilfritt biomaterial. Materialet byggs på kalciumkarbonat och en bionedbrytbar polymer, PBAT.",2019,25
13981001,,Radinn ; Radinn ; 20561002,En elektrisk wakeboard som kan uppnå 60 kilometer per timme med ett egenutvecklat framdrivningssystem.,2019,-101
13997001,,Annotell ; Annotell ; 20580002,"Mjukvara ""som effektiviserar processen att framställa stora mängder träningsdata som har hög kvalitet och som är konsekvent. Det handlar bland annat om algoritmer som kan följa objekt på bilderna, vilket innebär att inte varje bildruta i en sekvens måste annoteras manuellt."" (Ny Teknik - 33-listan, 2019, nr. 21, p. 15)",2019,341
14003001,,Ligna Energy ; Ligna Energy ; 20599002,"Batteri med råvaror från skogen. "".....det aktiva materialet i den positiva elektroden består av kol och vedämnet lignin medan den negativa elektroden består av kol och en organisk polymer. Elektrolyten är vattenbaserad."" (Ny Teknik, 2019, nr. 45, p. 30)",2021,32100
14003001,,Ligna Energy ; Ligna Energy ; 20599002,"Batteri med råvaror från skogen. "".....det aktiva materialet i den positiva elektroden består av kol och vedämnet lignin medan den negativa elektroden består av kol och en organisk polymer. Elektrolyten är vattenbaserad."" (Ny Teknik, 2019, nr. 45, p. 30)",2021,401
14576001,Wooduro,Välinge Innovation ; Välinge Innovation ; 10862002,"En teknologi ""som ger ett extra tåligt toppskikt.""",2019,45
14577001,Raptor,Kvarnstrands verktyg ; Kvarnstrands verktyg ; 6569002,"En kutter som är annorlunda än traditionella kuttrar. Den har inte ""skruvningen på periferin utan på sidan där skären monteras."" (NTT, 2019, nr. 1, p. 12)",2019,201
14589001,,SKF ; SKF ; 9839002,"Ett ny sätt för att mäta tryckkrafter ""med hjälp av optiska fibersensorer som egentligen används för att räta ut ljussignaler inom telekomsektorn. En fibertråd läggs runt lagret ytterring. Fibern förses med oregelbundenheter med jämna mellanrum. Dessa fungerar som mätpunkter runt lagret."" (Ny Teknik, 2019, nr. 15, p. 12,13)",2019,211
14612001,,Unisport ; Unisport ; 20986002,Konstgräsplan. Den är baserad på sockerrörsgranulat som är nedbrytbart.,2019,751
14612001,,Unisport ; Unisport ; 20986002,Konstgräsplan. Den är baserad på sockerrörsgranulat som är nedbrytbart.,2019,926
14617001,,Spiideo ; Spiideo ; 20991002,"En videotjänst för att ""spela in, analysera och dela en träning eller match."" (Ny Teknik - 33-listan, 2016, nr. 15, p. 10)",2016,926
14636001,FiberSafe,Södra Cell ; Södra Cell ; 11083002,Papperremmar (paper straps) som är helt nedbrytbara.,2019,211
14677001,,Optimation AB ; Optimation ; 8543002,"Patenterat styrsystem för styrning av mesaugnar. Av medelvärdet av den brända kalken och rökgasernas temperaturer och differenstemperaturer kan det nu uppnås stabil drift, rätt kalkkvalitet och lägsta energiförbrukning.",2012,21123
14720001,Ericsson Operations Engine,Ericsson ; Ericsson ; 7441002,"En ""mjukvara som helt på egen hand fattar beslut om åtgärder som förbättrar driften av mobilnäten."" (Elektroniktidningen, 2020, nr. 3, p. 6)  Driften av sajten optimeras genom den tränade algoritmen samt sensordata och energiförbrukningen sänks med 15 procent.",2019,
14751001,,Svenska Lantchips ; Svenska Lantchips ; 21219002,"En teknik för att fritera potatis med hjälp av vattenånga istället för gasol. ""Vattnet värms till ånga med hjälp av träpellets i en extern byggnad. Via ett avancerat rörsystem leds ångan sedan vidare till de totalt åtta fritöserna...."" (Livsmedel i fokus, 2020, nr. 2, p. 34, 35)",2020,15310
16067001,Timber Exchange,Timber Exchange ; Timber Exchange ; 21329002,"En plattform som är utvecklad för att göra det möjligt för säljare att kontrollera och ha en överblick över produkten hela vägen till kunden. Plattformen kan göra processen kostnadseffektiv, och samtidigt generera inkomster med effektivare skeppning. Fler mindre och nischade jobb kan nu också vara möjligt i större utsträckning.",2020,20
16068001,,Topcell ; Topcell ; 21331002,"En ny typ av träfiberisolering. Råvaran är restprodukter från pappersindustrin. Isoleringskivan är patenterad och råvaran har en viss mögelresistans och har hög bullerdämpning, energieffektivitet och brandklassning. Verksamheten i den nya anläggningen kommer också vara 100 % cirkulär.",2020,45
16069001,Nexum,Digiwood AB ; Digiwood AB ; 21334002,En mjukvaruplattform för indexering och integration av spårbar data. Syftet är att få en kostnadseffektiv och användarvänlig som är anpassad till sågverkens systemmiljö. Plattformen indexerar data från kritiska system på sågverket.,2020,201
16155001,,Ericsson ; Ericsson ; 7441002,"En produkt som är baserad på network slicing, där en operatör kan skära upp nätverket i skivor. Ericssons lösning innebär att man medger nätverksskivning på radioaccessnätverk.",2021,36500
16197001,Aida,Biometria ; Biometria ; 21154002,En AI-modell som kan identifiera virkesstavar i bilder. Den kommer till användning som stöd för virkesmätare vid travmätning. Detta innebär att mätningen blir mer effektiv.,2021,20
16230001,,Meva Energy ; Meva Energy ; 21629002,En förgasningsteknik där finfördelat biobränsle förgasas i en cyklonreaktor. Förgasaren ska producera förnybar syntesgas från träpellets. Målet är att ersätta fossil gasol som används i pappersbruk.,2021,2112
16239001,,Mercatus Engineering ; Mercatus Engineering ; 21638002,"En skärvätskeutrustning för som består av två kompaktbandfilter, ett hydrostatfilter, och kompressorkylare. Det nya systemet gör föravskiljningen bättre, minskad pappersförbrukning och reducerad mängd spillvätska.",2020,316
16243001,,Scaleout Systems ; Scaleout Systems ; 21642002,"Med federerad maskininlärning är det möjligt för företaget att träna ai-system på olika datakällor samtidigt, utan att kompromettera eller röja känslig och/eller reglerad information.",2021,244
16243001,,Scaleout Systems ; Scaleout Systems ; 21642002,"Med federerad maskininlärning är det möjligt för företaget att träna ai-system på olika datakällor samtidigt, utan att kompromettera eller röja känslig och/eller reglerad information.",2021,341
16266001,IRB 1300,ABB Robotics ; ABB Robotics  ; 9831002,"En ny, snabbare och kompaktare robot som passar bra i trånga utrymmen. En ökad lyftkapacitet på upp till 11 kg skapar 27 procent snabbare cykeltid och nära 60 procent lättare samt 83 procent mindre än tidigare robot IRB 1600. Den består även av 20 stycken input- och output-portar. Roboten finns tillgänglig i tre olika versioner - 11kg/0,9m, 10 kg/1,15m och 7kg/1,4m. Vidare är den utrustad med inträngningsskydd som även står emot fasta partiklar såväl som vattenintrång.",2021,-100
16276001,Pevalen Pro,Perstorp ; Perstorp ; 5013002,En mjukgörare för PVC som är 40% biobaserat av bland annat skogsprodukter. Det krävs mindre material och har god UV-beständighet.,2019,-100
16280001,,Klara Byggsystem ; Klara Byggsystem ; 21687002,En ny typ av grundläggning som består av korslimmat trä som i kombination med isolerande fuktbrytande skikt skapar en rationell och klimatsmart grundläggningsmetod.,2021,-101
16287001,Golden Bullet 2.0,Green cargo ; Green Cargo ; 5820002,En lösning för att transportera temperaturkontrollerade varor från väg till järnväg med klimatpositiva konsekvenser. Man ansluter vagnar till loket med en tågvärmekabel.,2021,02029
16332001,r:go,BHH ; BHH ; 21758002,En teknik för fjärrstyrning av lastbilar. Tekniken effektiviserar arbetet med bl.a. timmerlastning och frigör upp till 50 procent av arbetstiden samt att den är kostnadseffektiv.,2018,0202
16373001,Raptor,Danielsson Innovation ; Danielsson Innovation ; 21808002,En produktionscell med robothantering. Man har även utvecklad en egen spånhanteringslösning som kan hantera alla spånstorlekar. Med produktionscellen kan man nu ta bättre betalt för spånen och producera flugfiskerullar obemannat i större utsträckning.,2021,36400
5874001,"BOOK-O""-MATIC",AB Grafisk Maskinservice ; Grafisk Maskinservice ; 4876002,Tryckpress för framställning av färdig bok direkt från pappersrulle. Maskinen består av välkända komponenter som har sammanfogats till ett nytt system.  Istället för att använda ett visst antal ark för att åstadkomma ett visst antal sidor använder maskinen alltid 10 ark i varje bok och varierar istället antalet sidor i arken.,1972,22222
5880001,,Solna Offset AB ; Solna Offset ; 4875002,Vändståndparti för rullofsetpressar som ökar flexbiliteten i rullofsettpressar. Vändstångspartiet utgör ett tillgg till falsen. Skärtrissor delar pappersbanan i två eller tre banor. Dessa matas in i vändstångspartiet för olika falsningsalternativ.  ,1975,22222
5881001,Cleanair Cooler,Nord-Grama AB ; Nord-Grama ; 4883002,"Tork- och kylsystem för rulloffset. Systemet består av två enheter en tork och ett kylvalsställ. I torken torkas de tryck och färgbärande pappersbanorna samtidigt på båda sidor genom att cirkulerande varmluft under extremt hög hastighet blåses på pappersbanorna. I kylvalsstället avkyles pappersbanorna med hjälp av kylvalsar med stora diametrar och en kraftig vattencirkulation. Påblåsningssystemet är utformat på så sätt att pappersbanan inte vidrör eller ksrapar mot några v torkens metalldelar, vilket skulle kunna förorsaka smetning.",1975,22222
5883001,,Färg AB Nordic ; Färg AB Nordic ; 4885002,"Miljövänligt fuktvatten för offsettryckerier baserat på tensider, cellulosaderivat och buffertsalter. ",1976,22222
5886001,Solna C96,Solna Offset AB ; Solna Offset ; 4875002,Rulloffsetpress med hög tryckkvalitet på bestruket papper. ,1977,22222
5894001,(Guternic) Plockmatic 12,Guternic AB ; Guternik ; 4896002,"Friktionsmatad plockmaskin som plockar papperet uppåt, varefter en klaff skjuter till och papperet faller ner ur upsamlingsenheten genom sin egen vikt.",1974,222
5897001,DEPAS,Dagens Nyheter ; Dagens Nyheter ; 9732002,"Förinställningssystem för färg- och registerhållning. Systemet består av en snabbläsande aldoscannor, en kedja av mikroprocessorer, en minidator samt elektronik som styr tryckpressarnas färgskruvar och registervalsar. Ett kontrollsystem för pappersrullarna ger information till tryckerifaktorn så att rätt rullstorlek till de olika rullställen och pressarna kan planeras och styras. Transporten av pappersrullar från lager till tryckpressar är integrerad i systemet.",1979,221
5897001,DEPAS,Dagens Nyheter ; Dagens Nyheter ; 9732002,"Förinställningssystem för färg- och registerhållning. Systemet består av en snabbläsande aldoscannor, en kedja av mikroprocessorer, en minidator samt elektronik som styr tryckpressarnas färgskruvar och registervalsar. Ett kontrollsystem för pappersrullarna ger information till tryckerifaktorn så att rätt rullstorlek till de olika rullställen och pressarna kan planeras och styras. Transporten av pappersrullar från lager till tryckpressar är integrerad i systemet.",1979,222
5910001,,Adcoat AB ; Adcoat S.W. Advanced Coating ; 9060002,"IR-värmare för torkning av tryck på olika material såsom papper, plast, glas med mera. Värmaren är en kombination av IRM-enkelrör och reflektorenheter, med utbytbar reflektoryta, vilket gör att energin kan riktas bättre än vad som tidigare varit möjligt.",1981,22
5920001,,Dabus ; Dabus ; 9738002,Datorhuvar med optimal ljuddämpning och ergonomisk utformning. Huvarna är tillverkade i plåt för att undvika statisk elektricitet och bakstycket är försett med ljuddämpande skydd över pappersutmatningen.,1983,22
5928001,,PMB Svenska ; PMB Svenska ; 4930002,Kuverteringsmaskin,1986,21
5932001,Aqua Proof,ENK-Grafiska ; ENK-Grafiska ; 4934002,Vattenbaserad provtrycksutrustning där en vattenbaserad färg strykes på ett vitt papper i fyr omgångar - en för varje delfärg. Efter att en delfärg skiktats och härdats kopieras det aktuella skiktet från film i en koiperingsbox. Därefter spolas den icke härdade färgen bort med vatten. ,1986,22222
5934001,,Artin-Kores AB ; Artin-Kores ; 4936002,Miljövänligt vaxbaserat engångskarbonpapper avsett för OCR-läsning som medger optisk läsning med stor precision,1988,21230
5941001,,Kelva ; Kelva ; 4919002,"Banrenare som beröringsfritt avlägsnar damm och lösa partiklar från banor som kan vara av papper, kartong, folie, non-woven eller textila material. ",1989,2221
5941001,,Kelva ; Kelva ; 4919002,"Banrenare som beröringsfritt avlägsnar damm och lösa partiklar från banor som kan vara av papper, kartong, folie, non-woven eller textila material. ",1989,2222
5941001,,Kelva ; Kelva ; 4919002,"Banrenare som beröringsfritt avlägsnar damm och lösa partiklar från banor som kan vara av papper, kartong, folie, non-woven eller textila material. ",1989,29569
5955001,Tork Offset,Mölnlycke ; Mölnlycke ; 4957002,Torkmaterial för offsetpressar som innebär stora besparingar av lösningsmedel. Materialet är en blandning av cellulosa och polyester med en helt ny teknik för fiberfindning.  Den nya tekniken har resulterat i ett luddfritt mjukt torkmaterial med extern sugförmåga och god slitstyrka.,1992,22222
5968001,,Kelva ; Kelva ; 4919002,"Beröringsfri banrenare (i olika format), ett slags dammsugare, som rensar pappersbanan från damm och lösa fibrer strax innan den går in i första tryckverket. I början av utrustningen sitter ett aggregat som avelektrifierar banan, så att den är elektriskt neutral.",1981,29569
5972001,Swedspray (Swedbrush / Swedcool),Inventor Graphic Sweden ; Inventor Graphic Sweden ; 4974002,Fukt- och tvättsystem som reducerar vatten- och färgförbrukningen och optimerar vattenmängden i tryckpressar vilket förbättrar tryckkavliteten och ger papperet stabilitet. Exakt dosering och kontroll av pH-värdet undanröjer problem med korrosion.,1992,222
5987001,STFI-formern,STFI ; STFI ; 4989002,"Formningsmetod vid tillverkning av tryckpapper som ger högre avvattnings-kapacitet och att papperet får bättre formation, ger liksidigare ark och mindre fibersläpp vid tryckning. Genom att använda dubbelvira avvattnas mixen från två håll samtidigt och det är genom en kombination av vals- och bladformning, STFI-formern, som den mest effektiva formningsmetoden åstdkoms.",1991,
5994001,Glacier,Arctic Paper ; Arctic Paper ; 9751002,"Papper med högre ytvikt och hög styvhet, styrka och opacitet. Tillverkat med två olika sidor, bestående av två till sex ihop- limmade ark.",2004,22
5999001,2 Stand,2 Stand ; 2 Stand ; 5001002,Point of purchase-display framtagen helt i wellpapp. Displayen bestå av två delar som är lätta att sätta ihop.,2006,74409
6001001,Oppboga Protect,Oppboga bruk ; Oppboga bruk ; 5003002,Ny flamhärdig kartong,2007,22222
6002001,EHC,Saab-Scania ; Saab-Scania ; 5472002,"Elektrohydrauliskt styrsystem. Används för att styra hydrauliska riktningsventiler inom områdena kranar, skogs- och entreprenadmaskiner. Med systemet elimineras många av de brister som de rend hydrauliska systemen har. Prestationshöjning på 40 % har noterats. Det som väsentligt bidragit till att systemet har kunnat utvecklas är de unom Saab-Scania framtagna nya styrventlierna och manöverdonen. ",1973,341
6031001,PM 5,Asea ; Asea ; 9755002,"Kombinerad säck-pappers- och kartongmaskin, en rullmaskin och sex blandningspumpar. Den mekaniska och elektriska konstruktionen innehåller betydelsefulla nyheter. Maskinen kombineras med en fläkttork, så att pappersbanan torkas både i denna och i ett konventionellt torkparti med torkcylindrar. Reglersystemet utnyttjar en nya, av Asea patenterad etod för digital varvtalsmätning, som möjliggör snabb och noggrann varvtalsreglering. ",1975,211
6031001,PM 5,Asea ; Asea ; 9755002,"Kombinerad säck-pappers- och kartongmaskin, en rullmaskin och sex blandningspumpar. Den mekaniska och elektriska konstruktionen innehåller betydelsefulla nyheter. Maskinen kombineras med en fläkttork, så att pappersbanan torkas både i denna och i ett konventionellt torkparti med torkcylindrar. Reglersystemet utnyttjar en nya, av Asea patenterad etod för digital varvtalsmätning, som möjliggör snabb och noggrann varvtalsreglering. ",1975,212
6033001,PAS-O-MATIC,Transventor Trading AB ; Transventor Trading ; 5035002,"Servostyrt pneumatiskt ställdonssystem som utför exakt kontrollerad vridning. Kan arbeta såväl med fjärrstyrning som centralstyrning och automatiskt. Alla automatiska reglerkretsar, tvåstegs, flytande, proportionella, integrerade, deriverande eller kombinationer är alla beroende av att reglersignalen åtlyds snabbt med bestämd effekt och just så länge som den utsänds till servomotorn. I detta avseende är PAS-O-MATIC unik bland pneumatiska ställdon. Inställaren reglerar lifttillförseln proportionellt mot felet. ",1975,21
6038001,,Phillips ; Phillips ; 5040002,Hörselskydd med inbyggd radio. ,1976,-100
6038001,,Phillips ; Phillips ; 5040002,Hörselskydd med inbyggd radio. ,1976,-101
6041001,,Asea ; Asea ; 9755002,"Bandspänningsmätare med PRESDUKTOR-kraftgivare som ger möjlighet till direkt reglering av bandspänningen. I t.ex. en omrullningsmaskin för papper är detta en stor fördel, eftersom inverkan av tröghetsmoment och mekaniska förluster i ledvalsar och avrullningsställ bortfaller. ",1976,21
6041001,,Asea ; Asea ; 9755002,"Bandspänningsmätare med PRESDUKTOR-kraftgivare som ger möjlighet till direkt reglering av bandspänningen. I t.ex. en omrullningsmaskin för papper är detta en stor fördel, eftersom inverkan av tröghetsmoment och mekaniska förluster i ledvalsar och avrullningsställ bortfaller. ",1976,25
6041001,,Asea ; Asea ; 9755002,"Bandspänningsmätare med PRESDUKTOR-kraftgivare som ger möjlighet till direkt reglering av bandspänningen. I t.ex. en omrullningsmaskin för papper är detta en stor fördel, eftersom inverkan av tröghetsmoment och mekaniska förluster i ledvalsar och avrullningsställ bortfaller. ",1976,27
6044001,Loadmaster G70,Kockums AB ; Kockums ; 7950002,Lastfördelningsinstrument; stabilitetsräknare baserad på en mirkodator. Stora ansträngningar har gjorts för att få det nya instrumentet lätthanterligt och snabbt. Kommer också att marknadsföras till betydligt lägre pris än andra liknande system.,1978,201
6051001,Popeye,Ingersoll-Rand AB ; Ingersoll-Rand ; 5053002,"Världens största luftdrivna vinsch. En av de tekniska finesserna är den automatiska bromsen, som är av mekanisk typ med torsionsstan. Den träder också automatiskt i funktion om tryckluften faller bort. ",1976,61
6060001,SB Målningsautomat,Tankmobil AB ; Tankmobil ; 6622002,Målningsautomat. Maskinen behandlar sågat eller hyvlat trä oberoende av tvärsnittytans form. Träet matas in med reglerbar hastighet upp till 60 löpmeter per minut. Innan trädetaljerna kommer in i maskinen avlägsnas sågspån etc. med två roterande borstar. Automaten kapar kostnader och är skonsam ur arbetsmiljösynpunkt. ,1977,454
6081001,,Simrishamns mekaniska AB ; Simrishamns mekaniska ; 5083002,Maskin för automatisk sortering och fräsning av träskobottnar. ,1978,193
6099001,QGLK 100,Asea ; Asea ; 9755002,"Längd- och hastighetsmätare som känner av objekt utan beröring. Den kallas även korrelationsgivare, eftersom mätprincipen bygger på jämförelse. Längd- och hastighetsmätning av t.ex. pappersbanor eller varmvalsat material har hittills skett genom indirekt mätning, t.ex. geonom fotocellstyrda kontrollsträckor eller mätning av valshastigheten. Sådana metoder har inte gett önskat noggrannhet. ",1979,-100
6110001,,MoDo-Chemetics AB ; MoDo-Chemetics ; 9783002,Teknik för ångtorkning av pappersmassa. Tekniken kan minska nettoförbrukningen av värme med 75 % och produktionskonstnaden för salumassa med 50 kronor per ton.,1980,211
6116001,Econobox,AB Carl Munters ; Carl Munters ; 9786002,"Sprutbox som möjliggör värmeåtervinninge. En av grundtankarna med Econobox ligger i att begränsa kontakttiden luft/vatten till ett minimum och därigenom undvika att frånluften kyls ned under den tid målningsarbete inte pågår -normalt 70-80 % av den totala drifttiden. Detta kan arrangeras på olika sätt. I det enklaste fallet stoppas helt enkelt vattenridån automatiskt då sprutpistolen stängs av. Med system Econobox arbetar sprutboxen ""vått"" bara under den krota tid då sprutarbete pågår och med maximal värmeåtervining resten av tiden. ",1980,361
6125001,GHP 2000,AB Gelo-Maskiner ; Gelo-Maskiner ; 9789002,Pallinslagare för helautomatisk förpackningslinje. Pallinslagaren läser av pallhöjden och der en impuls till huvpåträdaren hur stor huv som krävs för emballeringen. Den unika påträdaren gör att tunnare film kan användas. ,1981,-100
6130001,Opus Centraldämpare,Opus ; Opus ; 5132002,"Ljuddämpare för tryckluftsventiler. Industrins mekanisering är i hög grad uppbyggd med hjälp av oneumatiska system. Luftcylindern, den moderna tidens muskel, uträttar arbete inom snart sagt alla områden. Den är alltid kopplad till en mekanisk, elektriskt eller pneumatiskt styrd ventil.  Med ventilen bildas ingen oljedimma, ventilerna tätnar ej (ger ingen effektförlust) och dämpningen är effektiv, problem som alla hittills varit mer eller mindre svårlösta. ",1982,
6141001,InfraPaint,Volvobil AB ; Volvobil ; 5143002,"Totalsystem för auktoriserad billackering. Systemet kännetecknas av hög kvalitet, rationell hantering och förbättrad miljö. Bakgrunden till satsningen på billackering är de negativa erfarenheter branshcen gjorde i mitten av 70-talet. Miljökraven hade forserat fram nya lackeringsmetoder och Volvo drabbades liksom de flesta biltillverkare av kvalitetsproblem. Man insåg att branschen behövde effektiviseras med ett totalt grepp om kvalitet och ekonomi. Stor omsorg har lagts ned för att skapa en ren, dammfri arbetsmiljö med förbättrad ventilation, konstant temperatur och god belysning. Vidare har gjorts stora ansträngningar för att förbättra ergonomin och anpassa arbetet till kroppens naturliga rörelser. Flera av de tekniska lösningarna och idéerna är var för sig väl beprövade men att de utnyttjas tillsammans är något nytt. ",1982,285
6156001,,Balluff Elektronik AB ; Balluff Elektronik ; 5158002,"Induktiv sensor. Den induktiva sensorn representerar ett stort teknologiskt framsteg vid avkänning av metalliska material, och den håller på att snabbt konkurrera ut det gamla mekaniska gränsläget med alla dess nackdelar vad gäller förslitning och drkiftsäkerhet. Den induktiva sensorn ger en livslängd, precision och tillförlitlighet som vida överträffar det mekaniska gränsläget. ",1983,-100
6160001,,"Processautomatic - Production AB, Vagnhärad ; Processautomatic - Production AB, Vagnhärad ; 5162002",Ny serie instrument för flöde och dosering uppbyggt kring en mikroprocessor. Serien består av elektroniska mottagare monterade i ett hus av rostfritt stål med dörr som förhindrar att fukt och vatten tränger in till manöverorgan.  Doseringsenheten är lämplig för upptappning av förinställbar volym. De elektroniska mottagarna är monterade i ett hus av rostfritt stål med dörr som förhindrar att fukt och vatten tränger in till manöverorgan. ,1983,-100
