sinno_id,name,firm,description,year,use_sector
7435001,Doroplanter,Doroplanter AB ; Doroplanter ; 6437002,"Hydraulisk, elektronisk planteringsmaskin för skogsbruk. Planteringsmaskinen bogseras av en vanlig skogstraktor (skotare eller lunnare). För markberedning har man framför varje planteringsorgan byggt in ett markberedningsaggregat. Planteringsorganen är upphängda på glidskenor, varför de vid plantering kan fixeras i marken medan aggregatet i övrigt rör sig frammåt. Ett planteringsspett gör hål i markberedningsfläcken och plantan leds via ett rör till planteringsspettet. När hålet är öppet delas spettet i två delar och plantan åker ner med hjälp av tryckluft. Därefter packas jorden runt plantan och planteringsspettet påbörjar ny plantering. Maskinen är den första i världen som kontinuerligt planterar under gång. ",1977,02
7436001,,Credesign ; Credesign ; 6438002,Bullerskärmar av ny typ. Modulerna är byggda av trä. Tack vare en konstruktion med lockpanel får man en reliefverkan samtidigt som skärmarna blir täta och billiga. ,1979,45230
7437001,,Sågverksteknik AB ; Sågverksteknik ; 6439002,Hjälpmedel för påläggning av kätting på timmerbuntar. Tidigare kastade man kättingarna runt lassen och det är den metod som i de flesta fall tillämpas på de ställen där man buntar timmer som man tar från en landsortering. Att kasta kätting är ett tungt arbete. Med den nya metoden fästes kättingarna med ett enkelt handgrepp i griporgan som sitter på fällbara bommar. När dessa sedan körts till sitt övre läge är det klart för timmertrucken att köra in mot de hängande kättingarna som faller ned runt bunten när griporganen utlöses med en knapptryckning. Sedan återstår endast att koppla kättinglåsen. ,1979,02
7438001,Purity,AB Genarps Lådfabrik ; Genarps Lådfabrik ; 6440002,Sågblandsrengörare. ,1979,20
7440001,,Assi ; Assi ; 9968002,"Trämelass. Trämelassen består av de mest lättlösliga substanserna i vedråvaran för skivframställning, vilka går i lösning i tillverkningsprocessen och inblandas i processvattnet. Sedan mitten av 1960-talet återvinnes substanserna, koncentreras och torkas samt ges en viss efterbehandling som gör dem lämpliga som bl a kreatursfoder. Produkten är alltså dels rent kreatursfoder och dels en ingående ingredients i kreatursfoder.",1979,012
7442001,,RIAB ; RIAB ; 10053002,Postningssystem. Postning är förfarandet när man räknar ut hur man ska få mesta möjliga ut av stocken. Utfallet kallas sågutbyte. ,1980,20
7443001,Skega-Lining,Skega AB ; Skega ; 6722002,Gummifoder för barkningstrummor. Skega är först i världen med detta. Med gummiinfodring undviker man kostnadskrävande och tidsödande svetsningsarbeten liksom långa driftsavbrott. Genom att stopptiderna praktiskt taget elimineras kan följaktligen stora besparingar göras. ,1980,29430
7447001,Skogsjan,Skogsjan AB ; Skogsjan ; 10055002,Gripprocessor. ,1979,02
7448001,Aktiv Skotten 758,Skogsjan AB ; Skogsjan ; 10055002,Skogsmaskin med ovan nämnda gripprocessor. ,1981,02
7452001,,Svenska Hymas AB ; Svenska Hymas ; 6454002,Markberedare med grävarm som effektivt gör rent beredningsytan från hinder. Innovationen är egentligen monteringen av en grävarm på en redan existerande beredare. En liten skopa sitter på en utskjutbar arm. Den har en räckvidd på åtta meter i en halvcirkel. Markberedaren gör sig bäst i de ritkigt oländiga terrängerna. ,1981,02
7453001,Skogis,Lenko ; Lenko ; 6455002,"Gallringsskotare. Skotaren väger endast 500 kg, är banddriven och hydrauliskt midjestyrd, vilket gör den smidig och framkomlig även i tät skog. Skotaren påminner väldigt mycket om en skoter till utformningen. ",1982,01
7453001,Skogis,Lenko ; Lenko ; 6455002,"Gallringsskotare. Skotaren väger endast 500 kg, är banddriven och hydrauliskt midjestyrd, vilket gör den smidig och framkomlig även i tät skog. Skotaren påminner väldigt mycket om en skoter till utformningen. ",1982,02
7453001,Skogis,Lenko ; Lenko ; 6455002,"Gallringsskotare. Skotaren väger endast 500 kg, är banddriven och hydrauliskt midjestyrd, vilket gör den smidig och framkomlig även i tät skog. Skotaren påminner väldigt mycket om en skoter till utformningen. ",1982,74202
7456001,Autopos,Kockum Industri AB ; Kockum Industri AB   ; 10034002,"Datorstyrd kantautomat där brädämnena mäts uppifrån med modulerat infrarött ljus, på en längsgående transportör. På grundval av mätdata och data i kundtabellerna väljs bästa breddinställning i efterföljande kantverk. Kantautomaten kompletterar det tidigare kantautomatprogrammet ""Edgar"" och ""opti Edgar"". ",1982,02012
7457001,Planomatic-systemet,Bato Maskin AB ; Bato Maskin ; 6459002,"Bandsåg med profilerade hjul som härför sig till bandhjulens yta och struktur liksom bladets anliggning på hjulytan. Planomati-hjulen är utförda med slipade räfflor. Genom denna profilering av klinghjulsytan uppnås under bandets rörelse en ständig planing, riktning och förspänning av bandsågsbladet. ",1982,20
7458001,,Renholmens Mekaniska Verkstad ; Renholmens Mekaniska Verkstad ; 9925002,"Diagonaltransportör. Transportören används när t ex rått virke ska ""byta fil"" på ett smidigt och funktionssäkert sätt i ett kombiverk. Virket transporteras in över, alternativt under torrvirkesflödet och fram till operatörsplatsen för att sedan läggas ned på tomma medbringare mellan torrvirkesbitarna. ",1982,20
7459001,,Hydrovåg AB ; Hydrovåg ; 10042002,"Buntkvistare. Principen går ut på att kvistningsarbetet för träddelar flyttas från skogen till en central upparbetningsplats, där flera träd kvistas samtidigt i maskinen. Träddelssystemet har rönt mycket uppmärksamhet pga att man lönsamt kan ta till vara större del av träden än tidigare.",1982,20
7460001,,Permascand AB ; Permascand ; 6462002,"Arbetsstation för laserbearbetning. Det 2x3 meter stora xy-bordets uppbyggnad är en optimal kombination av rörlig laserstråle och rörligt arbetsstycke. Trots den stora arbetsytan rör sig lasrarnas fokuseringshuvuden högst 2 m, vilket är gynnsamt för fokalpunktens kvalitet. Eftersom arbetsstycket förflyttas an den andra axelrörelsen kan de mekaniska dimensionerna hållas nere. ",1983,-100
7461001,Paraweb Black Belt,Bebeco Bo Blixt & Co ; Bebeco Bo Blixt & Co ; 6463002,Band för surrning av sågat och hyvlat virke på järnvägsvagn. Bandet är av polyester och är belagt med polyetenplast. Minimerar nötningsskador på virket samt är beständigt oavsett om det är varmt eller kallt. Surrningstiden för en vagn minskas till hälften. ,1983,20
7461001,Paraweb Black Belt,Bebeco Bo Blixt & Co ; Bebeco Bo Blixt & Co ; 6463002,Band för surrning av sågat och hyvlat virke på järnvägsvagn. Bandet är av polyester och är belagt med polyetenplast. Minimerar nötningsskador på virket samt är beständigt oavsett om det är varmt eller kallt. Surrningstiden för en vagn minskas till hälften. ,1983,60100
7463001,,Ferroteknik AB ; Ferroteknik ; 6465002,"Multikap för justering av virke. Maskinen har kunnat förenklas avsevärt genom en konstruktion med kassetter, mycket lättrörliga i sedled till följd av att man valt ett sex-kantigt axelutförande. Maskinen minimerar spillet.",1983,20
7464001,,Mecman Engineering ; Mecman Engineering ; 6466002,"Mätnings- och sorteringssystem för sågtimmer. Noggrann mätning och ett nytt sätt att behandla mätdata ligger till grund för det nya systemet, som gör det möjligt att optimera sågningen bättre och effektivare än hittills. Hänsyn tas inte bara till stockens diameter utan också till dess ovalitet, krokighet, konicitett och kvalitet. Sorteringen baseras på den information som en ny vision-mätram av treriktningstyp ger om stocken. Med den nya utrustningen är det möjligt att klassificera stockarna i lämpliga klasser för sågningen på ett annat sätt än vad som tidigare varit möjligt. Den nya utrustningen ger också utökade rapporteringsmöjligheter. ",1984,20
7465001,,AB Larsson & Kjellbergs mekaniska ; Larsson & Kjellbergs mekaniska ; 6467002,"Pendeltork. Pendeltorken är också en kammartork i en grundkonstruktion, men den erbjuder mera finesser än andra och den är datastyrd. Namnet pendeltork har den fått av att den betjänar två torkkamrar och att den automatiskt går över när virket i den första är färdigtorkat. Torken programmeras för torkningsgrad beroende på vad virket skall användas till och tiden blir beroende av virkets träslag och tjocklek. Det går lätt att torka i två perioder med torken, en fördel när man ska torka grov björk t ex. När virket är färdigtorkat vandrar pendeltorken över till den bredvidliggande torkkammaren och det sker med hjälp av en travers och fortsätter sitt arbete där. ",1984,20
7466001,DOS-300,AB Gustaf Kähr ; Gustaf Kähr ; 10056002,"Kapsåg som med sin kombination av snabbhet och precision minskar virkesåtgången i företagets träindustri  med ca 7 procent. Kapen är styrd av fem datorer. Maskinen räknar snabbt och med stor precision ut exakt hur bra eller dålig en sändning med virke är. Den mäter, sorterar, kapar och transporterar virket. ",1984,20
7466001,DOS-300,AB Gustaf Kähr ; Gustaf Kähr ; 10056002,"Kapsåg som med sin kombination av snabbhet och precision minskar virkesåtgången i företagets träindustri  med ca 7 procent. Kapen är styrd av fem datorer. Maskinen räknar snabbt och med stor precision ut exakt hur bra eller dålig en sändning med virke är. Den mäter, sorterar, kapar och transporterar virket. ",1984,36
7467001,Remalog,SattControl AB ; SattControl ; 9793002,"Diametermätare. Mäter helt elektroniskt/optiskt med stor egen datorkraft i mätaren. Dessutom har den en unik, pantentskyddad mätprincip med ett mycket finurligt ""strålnät"" i mätområdet, vari stockens alla detaljer fångas upp. ",1983,20
7468001,Identic 16,Sågmekan AB ; Sågmekan ; 6470002,Mekanisk-pneumatisk märkmaskin som används till ID- och kvalitetsmärkning av virke i justerverk o dyl. Stämpelmaskin. ,1984,20
7470001,Skogstruck JH 125,Gränges Metallverken AB ; Gränges Metallverken ; 5705002,"Skogstruck. Prisbilligt alternativ för att transportera virke i gallringsbestånd, samt älgar under älgjakten och övriga sysslori skogsbruket där det kan vara behov av mindre och billigare alternativ istället för att låsa kapital i dyra maskiner. ",1984,015
7470001,Skogstruck JH 125,Gränges Metallverken AB ; Gränges Metallverken ; 5705002,"Skogstruck. Prisbilligt alternativ för att transportera virke i gallringsbestånd, samt älgar under älgjakten och övriga sysslori skogsbruket där det kan vara behov av mindre och billigare alternativ istället för att låsa kapital i dyra maskiner. ",1984,20
7471001,,Combi Trac ; Combi Trac ; 6473002,"Motorredskap för tyngre terrängtransporter. Ursprungligen konstruerades redskapet för transport av skjutna älgar. Det har dock visat sig att Älgtrac är ett nyttigt redskap i andra sammanhang. Redskapet kan köras av en person och klarar olika slags terrång. Lastkapaciteten är ca 500 kg, beroende på lastbärare. Älgtrac består av en främre styr- och motorenhet som är försedd med hjul för sturningen. Drivningen sker i den bakre delen via två drivband liknande det som finns på snöskotrar. Hjulen är boggimonterade på samma axel. ",1984,20
7473001,,Permascand ; Permascand ; 6462002,"Metod för att minska cirkelsågblads värmekänslighet, så att de kan göras tunnare och med mindre skärbredd. Anledningen till att man vill ha tunnare sågblad är att ju bredare blad dess då mer av virket går förlorat i spån. Metoden består i att såglbadet slitsas upp med laser i ett antal lameller. Laserskärningen görs med oscillerande stråle så att intilliggande lameller är låsta till varandra för rörelser vinkelrätt mot sågbladets plan. ",1985,20
7473001,,Permascand ; Permascand ; 6462002,"Metod för att minska cirkelsågblads värmekänslighet, så att de kan göras tunnare och med mindre skärbredd. Anledningen till att man vill ha tunnare sågblad är att ju bredare blad dess då mer av virket går förlorat i spån. Metoden består i att såglbadet slitsas upp med laser i ett antal lameller. Laserskärningen görs med oscillerande stråle så att intilliggande lameller är låsta till varandra för rörelser vinkelrätt mot sågbladets plan. ",1985,36
7475001,Sawcon KS,Saab Wood ; Saab Wood ; 9804002,"Övervakningssystem för sågar. Övervakar kontinuerligt både blockhöjden och inläggningen i kantsågen. Sågaren får direkt larm vid akuta fel. Han får dessutom på sin terminal uppgifter om långsammare förändringar, typ inläggningsfel dels på exempelvis senast sågade 20 block och dels på hela sågpasset. SSawcon ger dessutom möjlighet att mäta och beräkna till exempel ingående stockvolym, toppdiameter och krok. Det är uppgifter som är mycket intressanta i ett produktionsuppföljningssystem.",1986,20
7477001,SKOGIS (mjukvara),ND Silvidata AB ; ND Silvidata ; 6479002,"System för datainsamling, bearbetning och uppföljning av hantering av skogsråvaran. ",1986,02
7478001,,Tireco AB ; Tireco ; 6480002,"Matarhjul med integrerad kedja som skyddar viket och samtidigt sparar gummihjulet. Skadorna på virket uppstår annars när virket matas genom processorn för att kvistas och kapas. Matarhjulet är då försett med antingen dubbar eller kedjor som river sönder virket. De alternativa matarhjul som finns utan dubbar eller kedjor, slirar istället mycklet lätt och slits ned fort. Med täta däckbyten och kostsamma stillestånd som följd. Med det nya matarhjulet blir förlusterna för skogsbolagen avsevärt minskade.",1986,29320
7479001,Tugger,Tugger AB ; Tugger ; 6481002,Terränggående motorcykel som kan transporteras på sin egen släpvagn.,1986,02
7482001,,TTC ; TTC ; 6484002,"Mobil apparat för kontroll av virkeskvalitet. Principen för utrustningen är att luft från en kompressor trycks in i veden via ett munstycke. Luftflöde och tryck registreras. Stort flöde i förhållande till det använda trycket indikerar hög permiabilitet, dvs våtlagringsskadat virke. ",1987,20
7484001,Lineroller,Limstaprodukter ; Limstaprodukter ; 6486002,"Anordning för rambarkning av träd. Metoden går ut på att två plasttrattar sätts på motorsågen. De två trattarna styr sedan när kedjan slitsar upp barken. OM man inte randbarkar ett träd går man miste om dyrbar energi, eftersom torkningen då börjar ute och går inåt till kärnan. Med Lineroller eliminerar man också risken för farliga kast. ",1987,02
7485001,,Atrans ; Atrans ; 6487002,Övertäckningsanordning för järnvägsvagn. ,1988,20
7485001,,Atrans ; Atrans ; 6487002,Övertäckningsanordning för järnvägsvagn. ,1988,21
7487001,Woodpicker,Kila Trä Norr AB ; Kila Trä Norr ; 6489002,"Spik av limmad björkfaner. Spikarna är tolv millimeter långa och har en diameter på 2,7 mm. Finessen med träspiken är att den aldrig behövs tas bort från virket. ",1988,02
7489001,Kraftbjörkskivan,Edsbyn-Kilafors ; Edsbyn-Kilafors ; 6491002,Stark spånskiva tillverkad enligt delvis nya principer. ,1985,36
7489001,Kraftbjörkskivan,Edsbyn-Kilafors ; Edsbyn-Kilafors ; 6491002,Stark spånskiva tillverkad enligt delvis nya principer. ,1985,45
7492001,,Seven Invest Trä AB ; Seven Invest Trä ; 6494002,"Såg som gör det möjligt att ta tillvara övergrovt virke. Övergrovt virke går idag till massaindustrin för flisning eller blir liggande och ruttnar bort. Idén till den nya bandsågen med horisontellt liggande sågblad, där stocken ligger still och såghuvudet rör sig kommer från Tommy Nordin. Sågen kan skötas av en person. ",1990,20
7494001,Safe-T-Cut,Explosiv utveckling ; Explosiv utveckling ; 6496002,"Sprängklämma för säker kapning av kullblåsta träd. Tekniken går ut på att klämman, med en invändigt fäst sprängladdning, förs upp i trädet med hjälp av en teleskopisk glasfibertång och sedan kläms fast kring trädet där man vill kapa det. Det går även bra att aptera klämman med en kvistningsstång, som del flesta kraftdistributörer har tillgång till. Redan innan klämman förs upp i trädet har en adapter och en förlängningsstubin fästs vid den, så att det sedan är enkelt att på behörigt avstånd detonera sprängladdningen med en tändapparat. Laddningen består av pentyl och är exempelvis 15 gånger starkare än den dynamit som används inom det militära. En fördel med att all kraft går in i stammen är att man kan spränga mycket nära ledningsstolpar utan att skada dem. ",1991,02
7494001,Safe-T-Cut,Explosiv utveckling ; Explosiv utveckling ; 6496002,"Sprängklämma för säker kapning av kullblåsta träd. Tekniken går ut på att klämman, med en invändigt fäst sprängladdning, förs upp i trädet med hjälp av en teleskopisk glasfibertång och sedan kläms fast kring trädet där man vill kapa det. Det går även bra att aptera klämman med en kvistningsstång, som del flesta kraftdistributörer har tillgång till. Redan innan klämman förs upp i trädet har en adapter och en förlängningsstubin fästs vid den, så att det sedan är enkelt att på behörigt avstånd detonera sprängladdningen med en tändapparat. Laddningen består av pentyl och är exempelvis 15 gånger starkare än den dynamit som används inom det militära. En fördel med att all kraft går in i stammen är att man kan spränga mycket nära ledningsstolpar utan att skada dem. ",1991,45212
7495001,Vinkelregelsystemet,Träform AB ; Träform ; 6497002,"Reglarna, som är rålimmade enligt en ny patenterad metod finns redan monterade i en rad hus. Det blir enklare och billigare att bygga med vinkelreglar. ",1991,45
7497001,Scorpion,Jonsered Motor ; Jonsered Motor ; 6499002,"Fordon konstruerat för skogsbruk och skotning av virke. Scorpion har 8 hjul och driver på de fyra främre och har hjälpdrift på det bakre hjulparet, som ska användas när ekipaget eventuellt kört fast. Maxhastigheten är 18 km/h vid användandet av bakre hjulparet 5 km/h. Scorpion har en hydraulisk griplastare för lastning och lossning. Styrs gör den med en hydraulisk joystick. Maskinen är liten, smidig och lättransporterad. ",1991,02
7498001,,Faxeborgens Virkestorkning i Söderhamn AB (FAVIT AB) ; Faxeborgens Virkestorkning i Söderhamn AB (FAVIT AB) ; 6500002,Virkestork som drivs med dieselmotor. Praktiskt taget all värme som dieselmotorn alstrar tillvaratas för virkestorkning. ,1991,20
7503001,Tubulator,ARI AB ; ARI ; 10050002,"Transportör som minimerar problemet med sågspån och flis från transportörer. Tubulatorn reducerar även halten terpen i inomhusluften; något som är speciellt fördelaktigt vid sågning av fura. Principen är en bandtransportör där bandet löper i ett slutet rör. Därigeonom skapas en helt sluten transport. Friktionen mellan band och rör är låg, vilket för att bandhastigheten kan hållas mycket hög. Förutom hög kapacitet uppges den ge lägre driftskostnader och mindre bandslitage, jämfört med en konventionell bandtransportör med samma kapacitet. ",1992,20
7505001,Ari Profile,Ari AB ; ARI ; 10050002,"Såg för sågning av profilering. Från det att stockarna matas in i anläggningen tills det att de är färdiga plankorna sorteras sköts driften av avancerade system som använder ""seende datorer"". Linjen kan arbeta med både fast postning och selektiv sågning. Resultatet är ett maximalt sågutbyte för varje stock och effektivt maskinutnyttjande. Det bidrar aktivt till ökad lönsamhet. Monotona arbetsmoment har eliminerats och operatören kan röra sig fritt. ",1992,20
7506001,,Vislanda Sågverksmaskiner AB ; Vislanda Sågverksmaskiner ; 6508002,"Blockprofileringsmaskin. Maskinen finns i utförande för både sorterat och osorterat timmer. Profileringen kan även utföras osymmetriskt, vilket möjliggör att olika dimensioner kan erhållas på sidobrädorna. ",1993,20
7507001,,WSAB ; WSAB ; 6509002,Processdator med fuktkvotsmätningsfunktioner. Utrustningen har åtta mätpunkter per kammare. Mätelektroderna placeras på önskat sätt i virket i kammartorken med hjälp av ett speciellt verktyg och anslutes sedan till kopplingsplint. Elektroderna kan placeras spritt i kammaren diagonalt i höjd- djupled eller för kontroll av speciella bitar. ,1993,20
7508001,,GMS ; GMS ; 6510002,"Elsåg för motorsågsdrivna sågverk. Elsågen håller en jämnare hastighet jämfört med en dieseldriven såg, det medför lägre bränslekostnader.",1992,20
7510001,,Renholmens Mekaniska Verkstad AB ; Renholmens Mekaniska Verkstad ; 9925002,Helautomatiskt ströhanteringssystem. ,1993,20
7511001,System 9000,Utec sm ; Utec sm ; 6513002,"System för virkestorkning. Systemet består av en industriell PC, helt designad för sågverkens tuffa miljöer. Från central plats styrs och övervakas torkprocesser ute i de upp till 24 torkkammare som kan anslutas till systemet. ",1994,20
7513001,Ecosågen,Tekno Tronic AB ; Tekno Tronic ; 6515002,"Flyttbart cirkelsågverk. Sågdelen består av två vertikalt monterade elmotorer och på motors spindel är monterad en 400 mm sågklinga av hårdmetall. Sågklingorna arbetar alltså horisontellt och vardera klingan sågar halva snittet. Sågan kan transporteras efter en vanlig personbil. Den nya sågtekniken medför en rad fördelar. Effektbehovet minskar. Den sågade ytan blir mycket slät. Risken att klingorna nyåer fast har reducerats. Små klingor är billigare än stora. Ytterligare en fördel med denna maskin är att sågaren kan arbeta med till exempel stapling, borttagning av bakar eller framrullning av stock när sågenheten arbetar. Det ger ett omväxlande arbet. De tunga lyften har reducerats så lång som möjligt tack vare att stocken lyfts på med en hydraulisk stocklyftare. ",1994,20
7514001,Starwood Qattrolam,Firma Starwood ; Firma Starwood ; 10060002,Nytt basmaterial för snickeriindustrin.,1995,20302
7514001,Starwood Qattrolam,Firma Starwood ; Firma Starwood ; 10060002,Nytt basmaterial för snickeriindustrin.,1995,45
7515001,Cam Tool,Söderhamns Verkstäder AB ; Söderhamns Verkstäder ; 6517002,"Barkverktyg. Barkningsverktyget blir konkurrent till barkningsmaskinen Cambio, som dominerat marknaden i 40 år. Med det nya verktyget fås: ökad tillgänglighet, minskade vedskador, ökade matningshastighet och barkplattor med lång ståndtid. Opartiska tester har visat att skador vid verktygens uppklättring har minskat med 75 % jämfört med tidigare barkverktyg. Det är hållarens dynamik och utformning som ger den lätta uppklättringen på stocken och därmed de minskade vedskadorna. ",1995,02
7516001,Starwood,Firma Starwood ; Firma Starwood ; 10060002,"Hammarström upptäckte 1986 att en rund strock som mittsågas en gång i vertikalplanet och sedan en gång i horisontalplanet kan vändas ut och in och sålunda limmas till en rätvinklig profil. Slutprodukten erhåller oanade träegenskaper jämfört med traditionellt sågat material. Stående årsring runt om, större måttnoggrannhet, mindre fuktrörelser, mindre sprickbildning, större resestens och mindre åldringseffekt. Segmentsågningssystemet -för traditionellt eller fiberparallellt sågade virkessegment, d v s väl tilltagna bakar som delas i mitten, förses med limytor, vänds ut och in och samlimmas till limträbalkar. Förutom detta finns det två andra sågningssystem som bygger på Hammarströms uppfinning. ",1995,20
7517001,Starwood Kolonn,Firma Starwood ; Firma Starwood ; 10060002,Dekorativ pelare för såväl inom- som utomhusbruk.,1995,20302
7517001,Starwood Kolonn,Firma Starwood ; Firma Starwood ; 10060002,Dekorativ pelare för såväl inom- som utomhusbruk.,1995,45
7518001,Eco-Card,Eco-Card Sweden AB ; Eco-Card Sweden ; 6520002,"Elektroniskt kort av trä för allmänt bruk (bankkort, visitkort, nyckelkort m.m.). Kortet får ett magnetband vilket gör att varje kort ges en egen identitet i form av en siffer- eller streckkod.",1996,-100
7518001,Eco-Card,Eco-Card Sweden AB ; Eco-Card Sweden ; 6520002,"Elektroniskt kort av trä för allmänt bruk (bankkort, visitkort, nyckelkort m.m.). Kortet får ett magnetband vilket gör att varje kort ges en egen identitet i form av en siffer- eller streckkod.",1996,-101
7518001,Eco-Card,Eco-Card Sweden AB ; Eco-Card Sweden ; 6520002,"Elektroniskt kort av trä för allmänt bruk (bankkort, visitkort, nyckelkort m.m.). Kortet får ett magnetband vilket gör att varje kort ges en egen identitet i form av en siffer- eller streckkod.",1996,65120
7519001,Funkoputs,Funko ; Funko ; 10061002,"Putsmaskin. Den bärande idén är bandets bana, men även upphängningen av de arbetande delarna. Bandet, med motor och drivning, samt tryckplattornas profilklossar är en egen avskild konstruktion som hänger i maskinstativet. Detta gör att de krafter som påverkar konstruktionen blir betyldig tmindre än om varje del är separat placerad på stativet, som därför inte behöver vara så grovt dimensionerat. Bandet går runt sju rullar, inklusive drivrullen, rullarnas åplacering och vinklar för att bandet så att säga centrerar sig självt. Detta gör att man kan använda ett smalare band vilket är lättare att forma med profilklossarna. Putsningen blir bättre, bandet kommer åt överallt och risken för överavverkning blir mindre. Vid slipning av fanérmantlade komponenter är det sistnämnda särskilt viktigt. ",1996,20302
7519001,Funkoputs,Funko ; Funko ; 10061002,"Putsmaskin. Den bärande idén är bandets bana, men även upphängningen av de arbetande delarna. Bandet, med motor och drivning, samt tryckplattornas profilklossar är en egen avskild konstruktion som hänger i maskinstativet. Detta gör att de krafter som påverkar konstruktionen blir betyldig tmindre än om varje del är separat placerad på stativet, som därför inte behöver vara så grovt dimensionerat. Bandet går runt sju rullar, inklusive drivrullen, rullarnas åplacering och vinklar för att bandet så att säga centrerar sig självt. Detta gör att man kan använda ett smalare band vilket är lättare att forma med profilklossarna. Putsningen blir bättre, bandet kommer åt överallt och risken för överavverkning blir mindre. Vid slipning av fanérmantlade komponenter är det sistnämnda särskilt viktigt. ",1996,36
7520001,Aqualight,Becker Acroma Klinten ; Becker Acroma Klinten ; 6522002,Vattenburen UV-lack som kan appliceras genom ridålackering,1997,36
7521001,Flooring Quality Inspection (FQI),Svep Vision AB ; Svep Vision ; 6523002,"System för avsyning av laminatgolv. FQI bygger på att en datorbestämmer om den aktuella biten är godkänd eller inte. Utrustningen är integrerad i linjen, efter fräsning av laminatpanelerna. Datorn gör kvalitetskontrollen med hjälp av kameror som är riktade mot golvbitarnas långsidor, kortsidor och yta. Vid båda långsidorna finns en kamera och en laser. LAsern är riktad i vinkel mot sångsidan och ritar en linje över kanten på golvpanelen. Kameran som är riktad vinkelrätt mot laminatskivan läser av strålens längd, varje kamera tittar ungefär 3000 gånger på samma golvbit. ",1995,20203
7524001,,Funko ; Funko ; 10061002,Maskin för kantputsning av assymetriska och svängda skivor. Maskinen är helt automatisk och en utveckling av den uppmärksammade kantputs som företaget tog fram för ett par år sedan. Maskinen klarar även negativa radier. Det verkligt avancerade är styrningen. Frammatningen sker förutom av vakuumplattans X- och Y-rörelse av en perifermatning framför putsaggregatet. Denna ger en stabil frammatning även vid stora format. Hela hanteringen sköts av tre servomotorer med kuggremsdrift. Skivans form programmeras in i en PC av operatören. ,1998,20302
7524001,,Funko ; Funko ; 10061002,Maskin för kantputsning av assymetriska och svängda skivor. Maskinen är helt automatisk och en utveckling av den uppmärksammade kantputs som företaget tog fram för ett par år sedan. Maskinen klarar även negativa radier. Det verkligt avancerade är styrningen. Frammatningen sker förutom av vakuumplattans X- och Y-rörelse av en perifermatning framför putsaggregatet. Denna ger en stabil frammatning även vid stora format. Hela hanteringen sköts av tre servomotorer med kuggremsdrift. Skivans form programmeras in i en PC av operatören. ,1998,36
7525001,Tri@Fönster,Corexor Invest AB ; Corexor Invest ; 6527002,Underhållsfritt träfönstersystem av kärnvirke (fura). ,1998,45
7526001,,Byggelit ; Byggelit ; 10063002,Golvskiva. Vid montering av traditionella golvvskivor på golvreglar måste man se till att skarva skivorna på reglarna för att den nödvändiga hållfastheten ska erhållas. Detta innebär i normalfallet att spillet blir på ungefär 6-8 %. Med den nya golvskivan slipper man detta då den kan skarvas med kortsidan mellan reglarna. Hemligheten är ett lite kompaktare material och mera lim och dessutom är både not och fjäder rundade.,1998,45430
7527001,,Byggelit ; Byggelit ; 10063002,Spontad väggspånskiva. Skivan tävlar med gipsskivan. Skarven skruvas och dessutom går det att tapetsera utan föregående spackling och fogremsor. ,1998,45
7528001,,Älvsbyhus AB ; Älvsbyhus ; 6530002,"Limmade pelare. Virke av klentimmer sågas i vinklar och limmar ihop med kärnsidan utåt. Metoden ger mindre spill, den fyrkantiga pelaren blir mer motståndskraftig mot röta och ökas dess livslängd. ",1998,45
7529001,Dynagrade,Dynalyse ; Dynalyse ; 6531002,"Hållfasthetsorteringsanläggning.  Hållfastheten mäts med resonans. Eftersom trä är ett material med skilda egenskaper beroende på var man mäter är utrustningens starka sida att den sållar och hanterar en stor mängd mätinformation. Dynagrade består av en liten klubba, två mikrofoner, en laserlängdmätare samt en huvudenhet som rymmer den elektronik och datakraft som behövs för hantering av signaler. Den information som tas in och bearbetas är ljudet från när klubban knackar på virkets ändträ, samt bitens längd, som fås från en laserlängdmätare. Resultatet från mätningen utnyttjas sedan i produktionslinjens befintliga styrning för märkning och styrning till olika fack.",1998,20
7530001,Quatrolit TM,Moheds Trä ; Moheds Trä ; 6532002,Limträ tillverkat med ny metod. ,1998,36
7531001,Primwood,Nova Wood ; Nova Wood ; 6533002,"Patenterad sågmetod kallas stjärnsågning. Den stora skillnaden mot traditionellt sågat virke är att det stjärnsågade virket med stående årsringar får en mer kontrollerbar krympning vid torkning, det behåller i princip sin form utan att slå sig och bli skevt och krokigt. En stjärnsågad stock ger i grundutförande sex trianglar och sex bitar med rektangulära tvärsnitt. Märgen och den juvenila veden tas bort. Vid stjärnsågning får man betydligt längre kvistfria ämnen än i traditionellt sågat virke då kvistarna i varje grenvarv inte träffar samligta virkesstycken. ",1999,36
7531001,Primwood,Nova Wood ; Nova Wood ; 6533002,"Patenterad sågmetod kallas stjärnsågning. Den stora skillnaden mot traditionellt sågat virke är att det stjärnsågade virket med stående årsringar får en mer kontrollerbar krympning vid torkning, det behåller i princip sin form utan att slå sig och bli skevt och krokigt. En stjärnsågad stock ger i grundutförande sex trianglar och sex bitar med rektangulära tvärsnitt. Märgen och den juvenila veden tas bort. Vid stjärnsågning får man betydligt längre kvistfria ämnen än i traditionellt sågat virke då kvistarna i varje grenvarv inte träffar samligta virkesstycken. ",1999,45
7532001,Låks Twin,Låks mekaniska ; Låks mekaniska ; 6534002,Ramsåg som kan ta fram ner till 8 mm tunna brädor. ,1999,20
