sinno_id,name,description,info,year,use_sector,bioeconomy_vision,innovation_type,article_checked,notes,
9279001,,"Ny patentsökt process för tillverkning av formsprutbart eller extruderbart granulat från produktionsavfall. I processen omvnadlas allt produktionsavfall från förpackningstillverkningen (olika termoplaster, metall, färg, kartong och pappaer) till ett lätthanterligt granulat som direkt kan användas för produktion av ""plastdetaljer.""",,1978,21211,9,206;161,1,,
9296001,,Metod (utrustning bestående av svetsring och styrutrustning) för att skarva mantelrör på fjärrvärmeledningar som bygger på plastmaterialets strävan att vid en viss temperatur återta sin ursprungliga form,,1981,45331,9,999,1,not forest,
9306001,Low friction pads,Gummimellanlägg som fästs på transportband vid t.ex. pappersbruk,,1983,211,9,161,1,,
9312001,,"Nytt maskinsystem baserat på sträckningfilmsinslagning av hela pallaster, som rationaliserar användningen av wellpapp. ",,1984,60,9,204,1,not forest,
9315001,,Plaststolpar som väger en tiondel av vanliga träspolpar,,1985,401,9,999,1,not forest; replaces forest based material with non forest resource,
9363001,,Epoxibaserad låghärdande pulverlack anpassad för inomhusbruk,,1995,361,9,999,1,not forest,
9377001,Nature Boy & Girl,Nedbrytbar och återvinningsbar blöja i stärkelsbaserad polyester.,,1998,-101,1,207;101;103;114,1,not forest; but image id 13267-00-00 mentions wood based diaper,
9398001,BioTrap2,"Minireningsverk baserad på bioteknik i det biologiska reningssteget, och glasfiberarmerad polyester.",,2000,-101,1;3;0,212;206,1,not forest,
9410001,,"New method for using knot pulp that means that knot pulp- after passing through a scrap trap and knot disintegrator - is mixed with screen rejects. Next, the mixture flows over a sand catcher, from which it is pumped to a screen for the separation of acceptable pulp.The screen rejects are deqatered to about 35 per cent dryness and are then processed in a special machine, a Frota-Pulper, where the pulp is 'frotated' and carefully kneaded between two intermeshin screws. The undamaged fibres thus obtained can afterwards be used as an intermixture in prime qualities. The remainder is returned together with knots and screen rejects to the sand catcher, which is the common receptacle and starting point in the circulation system.",,1970,21112,2,103,1,,
9411001,,"Maskin för tillverkning av wellpapp, med ny arbetsprincip som bygger på beläggning genom sprutning av pappersbanorna med ett plastvax samtidigt som beläggningsmaterialet används för sammanfogning av de tre skikten.",,1970,21211,2,999,1,,
9422001,,Patenterade helautomatiska torkar för tryckluft. Torkarna är elregenererade och av adsorptionstyp för daggpunkter läger än -40 grader celsius vid tryck. En driftsautomatik kallad FLEX-O-MAT MC begränsar driftkostnaderna så att dessa blir direkt proprtionella till dne mängd tryckluft eller gas som passerat torken.,,1973,21111,9,999,1,,
9424001,Albia 100 Stackcleaner,Ny typ av virvelrenare som minskar pumpenergi utan att samtidigt sänka dragningskraften och reningseffekten genom att reducera virvelrenarens invändiga diameter,,1974,212,9,203,1,,
9426001,Papriformer,"Maskin där man formar pappersbanan på en cylinder mellan två plastviror, för mjukpapperstillverkning.",,1975,21211,2,999,1,,
9427001,Periformer,"Maskin där man formar pappersbanan på en cylinder mellan två plastviror, för tillverkning av tidningspapper, tryckpapper etc, ",,1975,21,2,999,1,,
9428001,,"Fuktbeständig spånskiva som tillverkas på fura i en ny produktionslinje. Den nya skivan gör s utan inblandning av lövved eller sågverksavfall och är tänkt at nyttjas för icke uppvärmda utrymmen, bl a i garagen, ladugårdar, yttertak etc.",,1976,-101,2,161,1,,
9429001,Masonitskivan,"Skiva som producerats med Masonprocessen och har (""exceptionellt"") långa och starka fibrer",,1976,45,2;3,103;161;,1,bv2 due to process upgrading; bv3 due to regional identiy of product,
9440001,Norrany-skivan,Innertaksskiva för genomgående spikning med industriell målning av vit polaminfärg som ger skydd mot hartsgenomslag,,1979,45,2,999,1,,
9443001,Compozil,"Dubbelverkande bindemedel som består av ett modifierat anjoniskt silikat och ett katjoniskt stärkelsederivat som har förmågan att kemiskt reagera med fyllnadsmedel under utfällning av partiklar med stor yta, och ger ett nytt sätt att angripa retentions- och avvattningsproblem i produktion av pappersmassa",,1980,21,2,103;204,1,,
9451001,,Nytt massivträ  av furu som sönderdelas i tunna skivor,,1983,36,2,103,1,,
9453001,IRT-systemet,"Energisparande tork- och värmesystem för fuktprofilkorrigering och bestrykningtorkning baserat på infravärmeteknik.  Systemet är speciellt lämpligt för snabb, effektiv fuktprofilkorrigering och bestrykningstorkning. Metoden är baserad på avancerad infravärmeteknik, som företaget under många år tillmäpat inom andra industrigrenar. IRT-systemet är ett komplett och till varje pappersmaskin skräddarsytt system, där all nödvändig utrustning finns med. ",,1984,21,2,203;204;103,1,,
9455001,,Automatiskt paketeringssystem av papper som minskar skaderisk under transport,,1984,60240,9,601;204,1,,
9456001,Ultrawasher,"Ny massatvätt av stålbandstyp som är mindre och innebär mindre (investerings-, energi- och underhålls)kostnader",,1984,21,9,203;161,1,,
9459001,,Adaptivt reglersystem för fläkttorkning av pappersmassa,,1984,21111,2,212;103;601,1,,
9461001,Determinex DL 1000,Analysrobot som höjer kausticeringsgraden i mixerier (för sulfatmassaproduktion),,1985,21112,2,601;602,1,,
9465001,,Mätinstrument vars princip går ut på att en pappersremsa fästs i bägge ändar och ändarna förs mot varandra tills fibrerna i papperet krossas.,,1987,21,2,601;602;,1,,
9468001,,"Felsökningsapparatur som upptäcker slitage på pappersmaskiner, kan även användas på andra maskiner, såsom truckar.",,1988,21,9,601;602,1,,
9470001,,Automatisk tvättanläggning för vira. Viran är det finmaskiga nät som boarden vilar på under tillverkningsprocessen. Det är den som ger det karaktäristiska mönstret på undersidan av boardskivan. I produktionslinjen löper viran in i en tvättlåda av metall. Lådans mått är vtå gånger två meter och den är en meter hög. I lådan sitter fyra högtrycksduschar som med ett tryck på 300 kilopond per kvcm duschar viran och avlägsnar alla föroreningar. Tidigare var man tvungen att rulla ihop viran i stora rullar som satter 20 timmar i ett bad med lut. Därefter vidtog manuell högtryckssprutning vilket krävde en extra man per skift. ,,1988,21,9,103;501,1,,
9471001,Determinex DL 2000,Analysrobot för kontroll och tillverkning av klordioxid. Roboten ger möjlighet till bättre utnyttjande av både råvaror och bättre färdig produkt samt ger ett jämnare blekresultat och säkrare miljökontroll. Klordioxid används för blekning av pappersmassa.,,1985,24,2,601;602;212;204;103;206,1,,
9472001,Comwood column,Limträstolpar. ,,1988,45,2,103,1,,
9473001,Precilog,Positioneringsinstrument för timmer i sågverg. Precilog optimerar sågutfallet. ,,1988,20,2,103;601;602;510;213,1,,
9475001,,Nytt operatörs- och reglersystem för batchhantering där varje batch kan ha sin egen uppsättning av receptparametrar. Unikt för det nya systemet är minneslagringskapaciteten som möjliggör inmatning av en räcka recept. ,,1989,21,9,161;602;601,1,,
9477001,,"Stålblad för kräppschabrar. En kräppschaber är en maskin som ger pappret kräppstruktur. En konventionell kräppschaber körs vanligen under två timmar, varppå maskinen måste stå i tre minuter för byte. Det betyder 2,4 procents stopptid och ett stort ekonomiskt incitament för längre gångtider. Det finns även önskemål om ökad släthet udner drift och mindre vibrationsbenägenhet. Uddeholms svar på dessa önskemål är ett s k kompoundblad. Kompoundbladet framställs genom kallvalsning av ett blad av mjukt stål mellan två blad av ett hårt, nötningsresistent stål följt av härdningar och anlöpning som tar bort spänningar. Tack vare sin uppbyggnad är kompundbladen mer vibrationsdämpande än konventionella blad och ger därför inte lika lätt markeringar, s k schatter marks -i yankeecylinderns yta. ",,1990,29550,2,999,1,,
9478001,High Speed Meetering,Maskin för bestrykning av papper. ,,1990,21,2,999,1,,
9479001,Delta-Screen,"Sil för hög massakoncentration. Den nya silen är utrustad med specialutformade foils, som ger konstanta silningsförhållanden utmed hela silkorgen. Rejektförtjockningen elimineras nästan helt och ger möjlighet att använda silen vid högre massakoncentrationer och kapacitet. ",,1990,21,2,203,1,,
9480001,EF 70,"Miljövänlig, klorfri massa som tillverkats med Lignox-metoden. ",,1989,2112,2,204;212;207,1,cites both policy and consumer behavior as drivers of innovation,
9481001,Super Batch,"Kokningsteknik. Genom en mer selektiv delignifiering har man nått mål som bättre massastyrka, ökat massautbyte och delignering till lägre kappatal utan negativa konsekvenser. Batchkokning är det traditionella sättet att framställa sulfatmassa. ",,1990,21,2,103,1,,
9482001,,"Kombinationsförpackning som eliminerar risken för tryckskador på det förpackade godset. Den nya kombinationsförpackningen medför att emballaget blir lättare och därmed billigare att transportera, samt att såväl lagrings- som transportutrymmen minskas avsevärt. ",,1991,-100,2,309;000,1,,
9483001,Conflo,Kvarnar för framställning av mekaniska massor. Kvarnen har en speteliminerande förmåga. ,,1991,21,2,203,1,,
9485001,HoFo,"Massabalslimmare. Företaget arbetade i flera år med att hitta det rätta vattenbaserade limmet, de fuingerande värmeplattorna och de  munstycken som skulle sprida limmet på rätt sätt utan att lägga hela lokalen i en smetig limdimma. Maskinen arbetar nu med en mycket koncentrerad stråle som styrs av luftströmmar, så att den exakt belägger de ytor som erfordras med limm. En värmpress möjliggör vidare använvandet av ett lim som inte härdar i maskinens munstycken. ",,1992,21,9,999,1,,
9490001,Combikraft,"Sömfilt som placeras på papperspressen. Utvecklingen hade under senare delen av 70-talet inriktats mot ökade linjetryck och hårdare pressvalsar. Kraven på pressfiltarnas avvattningsförmåga och längre gångtider hade därmed ökat. För att möta dessa krav hade utvecklingen av pressfiltar gått mot en konstruktion av inkompressibla filtar med hög porvolym för att större vattenvolymer skulle kunna hanteras i nypet, så att kross motverkas i pappersbanan. En begränsande fatkor vid konstruktionen av flerlagrade högavvattnade filtar var kravet på flexibilitet för snabb installation. Filtarna var ofta styva och besvärliga att hantera för maskinpersonalen. Förutom snabbare och enklare filtbyte har den sömmade filten en mäktig fördel -gångtiderna i maskinerna blev dubbelt så långa i genomsnitt. Den sömmade filten sys på pressen.",,1982,21,2,999,1,,
9492001,CR-filtret,"Vid bestrykning av papper erhålls vissa avlopp som är så utspädda att de inte utan vidare kan återföras till smetköket. Genom membranfiltrering är det möjligt att koncentrera dessa flöden, så att torrsubstansen kan återanvändas. Det nya med det nya filtret är att dess funktion väsentligt reducerar den koncentrations-polarisering vid membranytorna som så starkt begränsar kapaciteten vid membranfiltrering, speciellt av viskösa suspensioner.",,1988,21,2,206;212,1,,
9493001,Therma-Jet,Teknik för styrning av valsdiameter och därmed bantjocklek på pappersmaskiner. Ett konstant luftflöde träffar valsytan via ett stort antal luftstrålar av hög hastighet. Styrningen åstadkoms genom modulering av luftens temperatur i varje modul via separata el-element. ,,1993,21,2,602,1,,
9494001,FlowMac,"Dataprogram för simulering av tillverkningsprocesser inom pappersindustrin. Syftet är att utföra massabalanser, dynamisk simulering samt ackumulering av data och verbal information i flödesscheman. ",,1993,21,2,602,1,,
9495001,STFI OPTI-Kappa,"Kappatalsmätare som med hjälp av optisk teknik mäter kappatalet i oblekta och halvblekta massor. Processen är enkel och apparaturen är robust med stora kärl, ledningar och ventiler. Mätaren gör attsyrgasdelignifieringsprocessen kan utnyttjas effektivare och risken för viskositetsförlust genom överdosering av syrgas kan reduceras. KAppatalsvariationerna har ibland halverats.Vid placering av STFI OPTI-Kappa före ett kloreringssteg möjliggörs varvid automatisk sytrning av klorgasdoseringen.",,1984,21,2,601;602;103;201,1,"very close to research, but not in a biotechnology way",
9497001,,Processteknik för alkalisk hydrolys av överskottslamm från avloppsvattenrening.,,1993,21,2,206;212,1,,
9499001,MEK-2000,"Roterande skärkraftmätare med elektrisk utgång. Grundprincipen utvecklades redan tidigt på 1960-talet. Genom hela utvecklingsprocessen från 60-talet och frammåt har grundprincipen dock varit densamma. En propeller suger mäld från det förbipasserande huvudflödet ut mot en roterande mätkropp, som sitter i en nisch av rörledningen. ",,1994,21,9,601,1,,
9500001,OPTICON,Optisk mätare för mätning av fiberkoncentration.,,1994,21,9,601,1,,
9501001,KIS,"Mätinstrument för banspänning. När pappersmaskinerna går fortare, blir banspänningen mer kritisk men också svårare att mäta. Innovationen bygger på en gammal mätprincip. En roterande vals vilar på lastceller, som känner en löpande banas tryck mot valsen. Tekniken har i pappersindustrin ofta begränsats av att banspänningarna ofta ger ett mycket litet tillskott till valsens vikt, medan kraven på styvhet och vibrationsfrihet sätter gränser för hur långt ned man kan gå i valsvikt. NE har utvecklat och patenterat lastceller för banspänningsmätning med ett så brett område som 100 N-100 kN. Tack vare den höga känsligheten gos dessa lastceller kan mätvalsens viktvara upp till 100 gånger banbredden. ",,1994,21,2,601,1,,
9502001,,"Kalandreringsteknik. Innovationen består av en tillsats till en pilotkalender. En längre uppehållstid i kalandernypet  ger ett tydlifare kalandreringsresultat vid en given tryckspänning, t ex i form av högre glans. Ofta noteras att papprets egenskaper efter kalandreringen är relaterade till papperets kvarstående deformation efter nypet. Papper är ett viskoelastiskt material, vilket innebär att om amplituden hos tryckpulsen är konstant kommer den kvarstående deformationen att öka med ökande uppehållstid i nypet. ",,1994,21,2,999,1,,
9503001,TWIN-HSM,"High Speed Metering. Bestryckare för tunna tryckpapper. Billblade är BTG: s gamla, kända bestrykare. Den nya heter TWIN-HSM.  Med den nya tekniken får man bl a en jämnare beläggning .",,1991,21,2,161,1,"while it does not use a cleaner input, this machine makes recylce paper stronger and more similar to virgin fiber ",
9505001,AnoxKaldnes MBBR,"Biologisk reningsteknik. Processen bygger på mikrobiologi och biofilmssystemet. Processen fungerar på samma sätt som en vanlig kompost, nyckeln är att skapa de rätta pH-betingelserna. Anläggningen består av mät- och reglersystem för styrning av pH-värdet i de olika valoppsflödena, silning av dessa, pumpning till neutraliseringstank, dosering av närsaltlösning och överföring till två reaktortankar. ",,1995,21,1,212,1,good bv1 example ,
9506001,,Kvalitetsövervakningssystem bestående av både hårdvara och mjukvara och diversen mätstationer. ,,1995,21,2,103;601;602;204,1,,
9507001,Multra,Variabel dryckesförpackning.,,1993,15,2,103;104,1,,
9508001,Optima,Förpackning för livsmedel. Trots mycket förädling genom metallisering är produkten återvinningsbar som monomaterial. ,,1995,15,2,107;104;101,1,,
9509001,,"Körsimulator för sodapannor. Syftet med simulatorn är i huvudsak: träna start och stopp av pannan, hantering av utrustningsfel och säkerhetsrisker, lära processamband. ",,1995,21,2,602,1,,x
9510001,ScanChip,"Optiskt flisanalyssystem online som ger information om råvarans kvalitet. Komplett system för provuttag av flis till leverans av färdiga anlyser till datasystem för kontroll och åtgärder. Analyserna är baserade på de individuella flisbitarnas dimensioner, längd, bredd och tjocklek och ger därför mycket mer omfattande information om flisens kvalitet än vad e konventionell provsållning gör. En on-line-mätare ger också mer aktuell information.",,1992,21,2,602;601;103,1,,
9513001,,Patenterad process för tillverkning av AKD-vax med nollhalter av lösningsmedel. Bygger på styrning utav bildandet av kloridsalt så att det inte kristalliserar i nålformiga kristaller utan på ett sätt som inte påverkar processen i övrigt.,,1997,21,9,101;201;501,1,,consumer demands mentioned as driver
9514001,,Smakgivande ämnen i förpackningsmaterial att gå in i det förpackade livsmedlet.,,1997,21,2,162,1,,very bad description. Likely zeolit an anorganic filler material which reduces the amount of oxidation in packaged food
9516001,L&W On-line Strength Sensor,Sensor för mätning av dragstyvhetsindex on-line i en pappersmaskin. Sensorn är baserad på en helt ny teknik för att mäta dragstyvhetsindex med hjälp av ultraljud. Operatören får snabbt veta papperets styrkegränser både längs och tväs maskinriktningen. ,,1998,21,2,602;601,1,,
9518001,,"Kausticeringsteknik. Trycksatt, slutet system med huvudkomponenter: mesafilter, ett trycksatt grönlutsfilter av kasettyp, ett trycksatt vitlutsfilter typ PDW, kalksläckare och ett nytt kausticeringskärl. ",,1998,21,2,206;501;207;203;103;,1,,
9519001,,Ny tillverkningsmetod som försvårar förfalskning av papper (för sedeltillverkning).,,1998,21,2,999,1,,
9520001,Optoflow,"Blåssystem med automatisk varvtalsreglering. Tekniken ger stora och mätbara fördelar jämfört med äldre teknik för materialtransporter i industrin. System för mätning och reglering av luftflöden i pneumatiska transportsystem. På varje system som ska justeras görs mätningar för att se vilka energibesparingar som är möjliga. Effektförbrukningen mäts under en tidsperiod och värdet jämförs sedan med förbrukningen under reglerad drift. REsultaten används när reglerutrustningen ska dimensioner och bildar underlag för datorprogrammet som styr regleringen. Systemet bygger på ett styrsystem, en styrenhet och en frekvensomformare. ",,1998,20,2,203;213;501;161;,1,,
9521001,Mirroblade,"Bestrykare med två blad. Bestrykaren gör det möjligt att ersätta de existerande bestrykarna med en bestrykare som bestryker båda sidor samtidigt, med samma utrymmesbehov och banföring som tidigare. Härigenom kan man hålla nere investeringskostnaderna. ",,1997,21,2,999,1,,
9523001,Dualox,Ny metod vad gäller tvåstegs syrgasdelignifiering.,,1999,21,2,103;201;212,1,response to policy in 1999,
9526001,STFI FiberMaster,"Ett tekniskt genombrott är på väg att genomföras i pappersindustrin. För första gången kan man nu följa alla fiberns viktigaste egenskaper på en gång, on-line genom processen. Detta öppnar möjligheter att studera egenskaper hos olika typer av fibrer och att se hur fibrerna påverkas av olika processteg. FiberMaster bygger på en optisk mätteoretisk kunskap som byggdes upp under många år vid STFI, Skogsindustrins Tekniska Forskningsinstitut. ",,1998,20,2;1,602;601,1,,
9527001,,"Intelligenta on/off-ventiler med har styrenheter utrustade med små datorer. Dessa kan kommunicera med datorer i kontrollrumet. Därmed kan man dels skicka signaler fram och åter, för styrning, diagnosticering osv.   Man kan också ladda ner nya programvbitar, som talar om för ventilen hur den ska reagera på olika styrsignaler. Intelligenta ventiler kan sägas vara den tredje generationen ventiler, först kom de manuella varianterna, med ratt som vreds manuellt. Sedan kom de pneumatiska, tryckluftsdrivna ställdonen, där det räckte att trycka på en knapp. Med de nya intelligenta ventilerna, kan ventildonen ställa om sig själva, efter ett inprogrammerat schema. De har också förmåga att ge information om hur de mår, och därmed öka både driftsäkerheten och sänka underhållskostnaderna.",,2000,21,9,602;601;203,1,,
9528001,,"Metod för att bryta ner hexenuronsyra i blekningsprocesser. Syran bidrar till eftergulning av pappret, något man vill undvika i största möjliga mån. ",,2002,21,2,999,1,,
9529001,,Specialmärkt kartong som avser att förhindra förfalskningar. Metoden går ut på att man vid själva tillverkningen i basskartongen förses denna med en tydlig prägling. Vid efterföljande bestrykning får dessa intryckningar en vattenmärkning som endast syns i ultraviolett ljus.,,2001,211,,,2,demaged file,
9530001,Bimogard,Slembekämpningmedel för papper-sindustrin.,,1992,21,1;2,101;701,1,,
9531001,,Superkritisk våtoxidations som kan minska behovet av aska från fyllmedel vid returpappersbaserade bruk. Det organiska innehållet förbrännas till nästan 100% medan fyllmedlet är opåverkat och kan återföras till produktionen.,,2003,21,1;2,204;206;309,1,,x
9532001,,Ny bleksekvens för pappersmassa. Sekvensen ger en ny typ av ECF-massa. Kan sägas vara efterföljare till Lignox.,,2003,21,2,203;201,1,"discusses the fact that many paper mass factories only established damns to keep waste water from entering environment, instead of pushing for more energy efficient methods",
9534001,,"Elektroniska papper. Principen är att man trycker på papper och kartong med färger som leder ström i olika grad. Detta innebär att pappersytan kan göras tryckkänslig. Genom att sedan koppla denna sensor till en enhet som spelar upp ljud, eller genererar ljus eller färg, kan man skapa ett papper som svarar på beröring. ",,2004,21219,2,999,1,,
9535001,Fiberlog,Instrument som används för att detektera prima fibrer i industriellt avlopp. Mätprincipen bygger på en relativt enkel signalanalys. ,,1971,21,3;0,601;602;212,1,,
9536001,MultiCopy,Egenutvecklat papper.,,1977,-101,2,212,1,,
9537001,PQM Pulp Quality Monitor,Instrument för processtyrning av mekanisk massa. Tekniken kombinerar den av STFI utvecklade TP-metoden och en enhet för optisk spetsmätning och en för avattningsmätning. ,,2004,21,2,601;602,1,,
9538001,,"Ventil med utbytbara glidlister, en teknik som gör det möjligt att byta ut slitna komponenter utan att plocka ut hela ventilen ur flänsförbandet. ",,2004,21,9,104;161,1,,
9539001,"ACM (Analog Consistency Meter) eller ""Humlan""",Optisk mätare för kontroll av fiberkoncentration.,,1981,21,2;3;0,207;602,1,"unsure because of image id 10322, mentions drive of industry to become more environmentally friendly",
9540001,TwinPack,"Glandboxtätning. Innovationen består av ett system av polymerer för att inte tappa formen, något som varit ett problem med tidigare tätningar. ",,2004,21,9,161,1,,
9541001,Dur,Datorbaserat hjälpmedel för övervakning och underhåll av reglerkretsar. Verktyget bygger på en grafisk presentation av processens svar på styrsignalförändringar.   När en underhållstekniker arbetar med verktyget kan hen med grafikens hjälp identifiera processens egenskaper. Dur räknar sedan ut hur de olika parametrarna skall ställas in.,,2005,21,9,601;602;203;103;204,1,,
9542001,Tetra Recart,Förpackning för livsmedel. Flexibel vid fyllning. Behåller print genom retortion.,,2005,15,2,309;402;161;162;207,1,,
9543001,Metalprint; Metalprint Duo,"Metalliserade förpackningskvaliteter -laminerade med blank polyesterfilm. Förpackningarna uppvisar en efterfrågad kombination av styvhet, metallyta och goda tryckegenskaper. ",,2003,15,2,999,1,,
9544001,QuickFill,"Samlingsnamn på starka och högporösa produkter. Pappret har en förmåga att släppa ut luft vid fyllningen, utan att produkten som fylls i säcken läcker ut. ",,2006,-101,2,103;307,1,,
9545001,CTX A,"Askhaltsmätare. Stabil med stor dynamik i flödet, lätt att installera, unikt flödesoberoende och jämn och hög kvalitet.   I givaren har man inom bolaget använt sig av av kunskapen att kombinera transmissionsmätning och depolarisationsmätning.",,2006,21,2,602;601,1,,
9546001,KappaTrac,Kappatalsmätare. ,,2003,21,2,602;601,1,,
9547001,LignoBoost-processen,Teknik för att utvinna högvärdigt biobränsle ur massabrukens svartlut. Det lignin som idag utvinns är renare och har högre torrhalt än vad som har varit möjligt med tidigare metoder.   Lignin är alltså ett biobränsle. Lignoboost kommersialiserar en patentskyddad teknik.,,2006,-100,1;2,101;110;206,1,,
9549001,PaperSim,"Simulator av papperstillverkningsprocessen. I simulatorn finns en rad olika forskningsresultat inbyggda, simulatorn kan användas för att köra den egna processdatan och jämföra den med en rad forskningsresultat. ",,2007,21,2,103;203;601;602,1,,
9550001,,Touch-screen-teknik. Tekniken är en kombination av papper tryckta med grafiska koder och elektroniskt strömförande bläck som görs tryckkänsligt. ,,2007,-100,2,207;206,1,,
9551001,L&W Autoline 400,System av automationslösning för pappersprovning i laboratoriemiljö. ,,2007,21,2,602;601,1,,
9562001,,Specialkonstruerad lager- och transportlåda och galge som huvuddel av ett system för lagerhållning och leverans. Direkt efter pressning hängs plagget på galgen so placeras i lådan. Lådan eliminerar bekymmer med lagerdam. ,,1971,182,9,999,1,,
9574001,,"Flyttbar etiketteringsautomat som kan applicera etiketter på bl a papper, plast och tyg.",,1978,-100,9,999,1,not forest,
9576001,Väv-Kalle,"Kasettvävstol som består av en grundstomme med trampanordning. På stommen läggs en kassett som innehåler varpbom, träckbom, lättmetallskaft med stålsolv, skedlag, bröstbom och tygbom. Om man har tre kasetter innebär det att man kan göra undervisning i tre pass om dagen på samma yta som man tidigare körde ett. ",,1979,172,,,2,image missing,
9598001,,"Solskyddsväv för bland annat parasoller och soltak. Materialet har en kontrollerad UV-transmission och olika solskyddsfaktorer, samt förbättrade hållfasthetsegenskaper.",,1994,36630,9,161;501;,1,not forest,
9600001,Nobic Systems,"System av långsträckta rullbara bärelement för stödelement till utomhusmarkiser till restauranger, stegar för räddningsflottar och utrymning av byggnader samt rullbara bårar.",,1995,17403,9,161,1,not forest,
9708001,Hermetic-ventilsäcken,"Transportförpackning som engångsmaterial som består av en yttre pappersventilsäck och en inre svetsad polyetenventilsäck sammanfogade till en enhet  i ventilsidan, så att fyllningen kan ske i normala ventilsäckfyllningsmaskiner",,1978,60,2,501;162,1,,
9732001,,Fordon för förflyttning av grensletrucklaster bestående av en dragbil och en bygeltrailer försedd med en lyftanordning. Grensletrucken är försedd med ny typ av hytt som sträcker sig över nästan hela ramen. I vardera änden finns identiska manöver- och kontrollutrustningar. Föraren förflyttar sig mellan de båda positionerna sittande i sin stol. Denna är svängbar och glider på en skena i golvet -förflyttningen går automatiskt med hjälp av en elmotor. ,,1971,-100,9,501;309,1,not forest,
9753001,,"Stålbandning för buntning av massaved som förenklar lossning, lastning och transport.",,1971,60240,9,999,1,,
9765001,Bilsom Com,"Hörselskyddskåpa med inbyggd kommunikationsmottagare för envägskommunikation. Hörselskyddet klarar att dämpa ljudet till 83,3 dB(A) inuti hörselskyddet.Systemet underlättar vid personsökning, minskar teleofnsamtalen och skapar trivsel för presonalen.",,1972,-100,9,501,1,not forest,
9772001,,"Dämpningsanordning för virkessortering som gör att man kan eliminera upp till 90% av sprickbildningensom uppstår vid fallsortering av sågat virke.Dämpningsanordningen består av en hängmatta av vävda polyesterband, och efter hand som virke fylls på så sjunker lasten automatiskt. Förutom dämpningen av fallet får man även en  sänkning av ljudnivån.",,1973,20,2,103;204;213;501,1,,
9798001,,Manöverplats för traverser och fasta arbetsplater som utvecklats med hänsynstagande till ergonomiska faktorer. Sätet i sig är från Nordpatent.,,1976,45,9,501,1,not forest,
9817001,Bag in Box,Ny förpackning för flytande produkter som består av en ytterkartong i wellpapp med en öppningsanordning på ena gavelsidan. Inuti liger en polyetenpåse som kan förses med olika avtappningsanordningar. ,,1970,1582,2,162;309,1,replaces heavier milk crates,
9832001,,Ramstyrd hjullastare byggd för hög kapacitet i sten- grus- och timmerhantering som också är den största Volvo tillverkat. Bl.a. med en monetomvandlare som bidrar till att göra lastaren accelerationssnabb.,,1980,20,9,999,1,,
9875001,RollStop,"Automatsäkring. Roll Stop är en slags dubbelkil, där de två kilarna är förenade med en teleskoparm. Kilarna placeras på ämse sidor om rullgods -exempelvis pappers- eller kabelrullar -och hindrar dessa från att komma i rörelse. ",,1994,-100,9,999,1,,
9883001,MCP 8x32,Bläckstråleskrivare som klarar att skriva streckkoder direkt på emballage. Därigenom elimineras behovet av förtryckta kartonger och etiketter. Skrivaren sänker driftskostnaderna med 75 procent. ,,1995,-100,9,999,1,not forest; because only used on bioresource not using it and not used in forest sector,
9887001,LättPallen,"Pall som tillverkas av industrispill som uppstår vid produktion av vätskekartonger. Materialet skärs i remsor, värms och lindas till fyrkantrör. Den färdiga pallen tål fukt och djupfrysning, är lätt att hålla ren och därmed lämplig även för livsmedelshantering. Pallen kan användas många gånger i retursystem och slutligen återvinnas som kartong. Den lägre vikten gör att pallen sparar energi, avgaser och pengar i varje transport. Vikten är ca 30 % av motsvarande returpall i trä. ",,1996,-100,2,203;309;206;101;103;106;211;501;401,1,,
9890001,Pyropack,Förpackning för explosionsfarliga reservdelar som innehåller både sprängmedel och drivpatroner som aurbags och bältessträckare. Förpackningen klarar öppen eld i 30 minuter utan att produkterna exploderar. Förpackningen består av flammskyddad wellpapp med inredning i formpressad mineralullsfiber och trådramar av järn.,,1998,34,2,309;207,1,,
9897001,Tudor Genesis BMA/IDB/MBS,"System för batteriövervakning med manuell avläsning Bestående av en batterienhet som monteras över sex celler i ett traktionsbatteri. Batterienheten lagrar uppgifter om batteriet under laddningscykeln.   Den lagrade informationen ""tankas"" regelbundet över till en optisk avläsningsenhet, som därefter kopplas till en dator för presentation av uppgifterna på ett överskådligt sätt. IDB: identifierar genom laddaren vilket batteri som sla kopplas till laddaren. IDentifierar batteriet oberoende av batterispänning. MBS: Mobilt övervakningssystem. Syftet med all utrustning är att få bättre överblick över batteriernas hälsotillstånd.",,2000,36,9,602;162,1,not forest,
9898001,Volymvagn 21,Järnvägsvagn som tar dubbelt så mycket som äldre vagn. Vagnen är konstruerad av aluminium. Hemligheten bakom valymökningen är bland annat att vagnen fått ett platt tak. Vaggnen är avsedd för lätt och skymmande gods; stående pappersrullar eller pallgods. ,,1997,60100,9,309,1,"not sure if forest, product inteded for paper transport, should this coun",
9925001,ReCarrier,"Spikfri och återvinningsbar lastpall med ett fästelement av polyeten som ersätter spikförband i pallen. Består av två delar, tapp och hylsa, som tillsammans med en distansklots av plast bildar ett låselement.",,2004,-100,9,107;161;,1,,
9928001,Combi-Label,Etikettlösning som tillåter företag att kunna kombinera variabelt tryck med stor mängd information på sina varor. Lösningen består av en flersidig etikett som packas omsorgsfullt som i en fallskärm innan den i packat skick göms bakom det sista bladet i etikett-dragspelet. ,,2004,15,9,999,1,not forest,
